LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1707823660.942670,63576.000,7398,1,T1,1,100,23.452
1707823661.075718,63705.000,7414,1,T1,1,100,23.444
1707823661.208766,63834.000,7431,1,T1,1,100,23.405
1707823661.341814,63963.000,7463,1,T1,1,100,23.388
1707823661.478987,64096.000,7479,1,T1,1,100,23.487
1707823661.612035,64225.000,7497,1,T1,1,100,23.459
1707823661.743020,64352.000,7513,1,T1,1,100,23.411
1707823661.875037,64480.000,7547,1,T1,1,100,23.426
1707823662.010147,64611.000,7564,1,T1,1,100,23.468
1707823662.145258,64742.000,7580,1,T1,1,100,23.451
1707823662.278306,64871.000,7601,1,T1,1,100,23.514
1707823662.410322,64999.000,7617,1,T1,1,100,23.471
1707823662.542338,65127.000,7634,1,T1,1,100,23.416
1707823662.679512,65260.000,7668,1,T1,1,100,23.499
1707823662.812560,65389.000,7684,1,T1,1,100,23.500
1707823662.945607,65518.000,7702,1,T1,1,100,23.535
1707823663.078655,65647.000,7718,1,T1,1,100,23.586
1707823663.212734,65777.000,7750,1,T1,1,100,23.502
1707823663.345782,65906.000,7767,1,T1,1,100,23.501
1707823663.477799,66034.000,7783,1,T1,1,100,23.465
1707823663.608784,66161.000,7802,1,T1,1,100,23.378
1707823663.745957,66294.000,7836,1,T1,1,100,23.447
1707823663.880036,66424.000,7852,1,T1,1,100,23.513
1707823664.012053,66552.000,7870,1,T1,1,100,23.470
1707823664.145101,66681.000,7901,1,T1,1,100,23.522
1707823664.277117,66809.000,7918,1,T1,1,100,23.545
1707823664.412228,66940.000,7935,1,T1,1,100,23.555
1707823664.545275,67069.000,7953,1,T1,1,100,23.488
1707823664.678323,67198.000,7985,1,T1,1,100,23.460
1707823664.811371,67327.000,8002,1,T1,1,100,23.412
1707823664.944419,67456.000,8019,1,T1,1,100,23.497
1707823665.078498,67586.000,8050,1,T1,1,100,23.570
1707823665.211546,67715.000,8067,1,T1,1,100,23.601
1707823665.344594,67844.000,8084,1,T1,1,100,23.579
1707823665.475579,67971.000,8103,1,T1,1,100,23.463
1707823665.608627,68100.000,8135,1,T1,1,100,23.520
1707823665.741674,68229.000,8151,1,T1,1,100,23.544
1707823665.873691,68357.000,8168,1,T1,1,100,23.590
1707823666.007770,68487.000,8185,1,T1,1,100,23.574
1707823666.139786,68615.000,8216,1,T1,1,100,23.568
1707823666.271803,68743.000,8234,1,T1,1,100,23.565
1707823666.403819,68871.000,8252,1,T1,1,100,23.599
1707823666.536867,69000.000,8284,1,T1,1,100,23.578
1707823666.673009,69132.000,8301,1,T1,1,100,23.569
1707823666.805026,69260.000,8317,1,T1,1,100,23.601
1707823666.937042,69388.000,8335,1,T1,1,100,23.508
1707823667.070090,69517.000,8366,1,T1,1,100,23.539
1707823667.204169,69647.000,8384,1,T1,1,100,23.623
1707823667.340311,69779.000,8402,1,T1,1,100,23.589
1707823667.472327,69907.000,8440,2,T1,1,100,23.538
1707823667.604344,70035.000,8440,2,T1,1,100,23.552
1707823667.739454,70166.000,8473,1,T1,1,100,23.593
1707823667.872502,70295.000,8489,1,T1,1,100,23.647
1707823668.005550,70424.000,8507,1,T1,1,100,23.705
1707823668.138598,70553.000,8540,1,T1,1,100,23.589
1707823668.271646,70682.000,8557,1,T1,1,100,23.538
1707823668.406756,70813.000,8574,1,T1,1,100,23.623
1707823668.538773,70941.000,8590,1,T1,1,100,23.624
1707823668.671821,71070.000,8624,1,T1,1,100,23.660
1707823668.803837,71198.000,8641,1,T1,1,100,23.676
1707823668.938948,71329.000,8660,1,T1,1,100,23.611
