LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1707823644.888577,48010.333,4944,3,GZ,1,100,-0.610
1707823644.928457,48049.000,4944,3,GZ,1,100,-1.770
1707823644.968423,48087.750,4962,4,GZ,1,100,-0.824
1707823645.008389,48126.500,4962,4,GZ,1,100,-0.031
1707823645.048355,48165.250,4962,4,GZ,1,100,-0.305
1707823645.088321,48204.000,4962,4,GZ,1,100,-0.793
1707823645.128029,48242.500,4978,2,GZ,1,100,-0.427
1707823645.167737,48281.000,4978,2,GZ,1,100,-0.183
1707823645.207273,48319.333,4996,3,GZ,1,100,-0.641
1707823645.246809,48357.667,4996,3,GZ,1,100,-1.038
1707823645.286345,48396.000,4996,3,GZ,1,100,-0.244
1707823645.327085,48435.500,5012,4,GZ,1,100,0.031
1707823645.367824,48475.000,5012,4,GZ,1,100,-0.397
1707823645.408564,48514.500,5012,4,GZ,1,100,-0.305
1707823645.449303,48554.000,5012,4,GZ,1,100,0.153
1707823645.489183,48592.667,5029,3,GZ,1,100,0.183
1707823645.529063,48631.333,5029,3,GZ,1,100,-0.671
1707823645.568943,48670.000,5029,3,GZ,1,100,-0.305
1707823645.608823,48708.667,5048,3,GZ,1,100,0.183
1707823645.648703,48747.333,5048,3,GZ,1,100,-0.336
1707823645.688583,48786.000,5048,3,GZ,1,100,-0.366
1707823645.728463,48824.667,5065,3,GZ,1,100,0.092
1707823645.768343,48863.333,5065,3,GZ,1,100,-0.336
1707823645.808223,48902.000,5065,3,GZ,1,100,-0.488
1707823645.847759,48940.333,5081,3,GZ,1,100,-0.458
1707823645.887295,48978.667,5081,3,GZ,1,100,-0.153
1707823645.926831,49017.000,5081,3,GZ,1,100,-0.336
1707823645.967055,49056.000,5098,2,GZ,1,100,-0.305
1707823646.007279,49095.000,5098,2,GZ,1,100,-0.031
1707823646.046471,49133.000,5113,3,GZ,1,100,0.427
1707823646.085664,49171.000,5113,3,GZ,1,100,-0.061
1707823646.124856,49209.000,5113,3,GZ,1,100,0.000
