LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1707824238.963440,624112.333,31888,3,MZ,1,100, 5
1707824238.998825,624146.667,31888,3,MZ,1,100, 5
1707824239.034210,624181.000,31888,3,MZ,1,100, 6
1707824239.074405,624220.000,31903,2,MZ,1,100, 5
1707824239.114599,624259.000,31903,2,MZ,1,100, 6
1707824239.154450,624297.667,31920,3,MZ,1,100, 5
1707824239.194301,624336.333,31920,3,MZ,1,100, 5
1707824239.234152,624375.000,31920,3,MZ,1,100, 5
1707824239.272973,624412.667,31936,3,MZ,1,100, 5
1707824239.311793,624450.333,31936,3,MZ,1,100, 6
1707824239.350614,624488.000,31936,3,MZ,1,100, 6
1707824239.389778,624526.000,31954,2,MZ,1,100, 5
1707824239.428941,624564.000,31954,2,MZ,1,100, 6
1707824239.469136,624603.000,31970,3,MZ,1,100, 5
1707824239.509331,624642.000,31970,3,MZ,1,100, 5
1707824239.549525,624681.000,31970,3,MZ,1,100, 5
1707824239.589205,624719.500,31985,2,MZ,1,100, 5
1707824239.628884,624758.000,31985,2,MZ,1,100, 6
1707824239.668735,624796.667,32004,3,MZ,1,100, 5
1707824239.708586,624835.333,32004,3,MZ,1,100, 5
1707824239.748437,624874.000,32004,3,MZ,1,100, 5
1707824239.788288,624912.667,32021,3,MZ,1,100, 5
1707824239.828139,624951.333,32021,3,MZ,1,100, 7
1707824239.867990,624990.000,32021,3,MZ,1,100, 5
1707824239.907669,625028.500,32037,2,MZ,1,100, 6
1707824239.947349,625067.000,32037,2,MZ,1,100, 5
1707824239.986856,625105.333,32053,3,MZ,1,100, 6
1707824240.026364,625143.667,32053,3,MZ,1,100, 5
1707824240.065871,625182.000,32053,3,MZ,1,100, 5
1707824240.105550,625220.500,32069,2,MZ,1,100, 5
1707824240.145230,625259.000,32069,2,MZ,1,100, 5
1707824240.185081,625297.667,32086,3,MZ,1,100, 4
1707824240.224932,625336.333,32086,3,MZ,1,100, 5
1707824240.264783,625375.000,32086,3,MZ,1,100, 5
1707824240.304634,625413.667,32102,3,MZ,1,100, 6
1707824240.344485,625452.333,32102,3,MZ,1,100, 5
1707824240.384336,625491.000,32102,3,MZ,1,100, 6
1707824240.424531,625530.000,32120,2,MZ,1,100, 6
1707824240.464725,625569.000,32120,2,MZ,1,100, 4
1707824240.503889,625607.000,32136,3,MZ,1,100, 5
1707824240.543053,625645.000,32136,3,MZ,1,100, 5
1707824240.582217,625683.000,32136,3,MZ,1,100, 5
1707824240.622068,625721.667,32153,3,MZ,1,100, 5
1707824240.661919,625760.333,32153,3,MZ,1,100, 5
1707824240.701770,625799.000,32153,3,MZ,1,100, 7
1707824240.741449,625837.500,32170,2,MZ,1,100, 5
1707824240.781129,625876.000,32170,2,MZ,1,100, 5
1707824240.820980,625914.667,32187,3,MZ,1,100, 5
1707824240.860831,625953.333,32187,3,MZ,1,100, 5
1707824240.900682,625992.000,32187,3,MZ,1,100, 7
1707824240.940877,626031.000,32203,2,MZ,1,100, 5
1707824240.981071,626070.000,32203,2,MZ,1,100, 5
1707824241.021609,626109.333,32219,3,MZ,1,100, 6
1707824241.062147,626148.667,32219,3,MZ,1,100, 6
1707824241.102686,626188.000,32219,3,MZ,1,100, 6
1707824241.142880,626227.000,32235,3,MZ,1,100, 5
1707824241.183075,626266.000,32235,3,MZ,1,100, 5
1707824241.223269,626305.000,32235,3,MZ,1,100, 6
1707824241.262949,626343.500,32252,2,MZ,1,100, 5
1707824241.302628,626382.000,32252,2,MZ,1,100, 6
1707824241.342135,626420.333,32271,3,MZ,1,100, 6
1707824241.381643,626458.667,32271,3,MZ,1,100, 5
1707824241.421150,626497.000,32271,3,MZ,1,100, 4
1707824241.461345,626536.000,32286,2,MZ,1,100, 6
1707824241.501540,626575.000,32286,2,MZ,1,100, 5
1707824241.541391,626613.667,32302,3,MZ,1,100, 6
1707824241.581242,626652.333,32302,3,MZ,1,100, 5
1707824241.621093,626691.000,32302,3,MZ,1,100, 5
1707824241.661974,626730.667,32319,3,MZ,1,100, 6
1707824241.702856,626770.333,32319,3,MZ,1,100, 5
1707824241.743738,626810.000,32319,3,MZ,1,100, 6
1707824241.783417,626848.500,32336,2,MZ,1,100, 5
1707824241.823096,626887.000,32336,2,MZ,1,100, 6
1707824241.863291,626926.000,32353,3,MZ,1,100, 7
1707824241.903485,626965.000,32353,3,MZ,1,100, 5
1707824241.943680,627004.000,32353,3,MZ,1,100, 5
1707824241.982844,627042.000,32367,2,MZ,1,100, 6
1707824242.022008,627080.000,32367,2,MZ,1,100, 5
1707824242.057049,627114.000,32387,3,MZ,1,100, 5
1707824242.092091,627148.000,32387,3,MZ,1,100, 5
1707824242.127132,627182.000,32387,3,MZ,1,100, 5
1707824242.167327,627221.000,32403,3,MZ,1,100, 5
1707824242.207521,627260.000,32403,3,MZ,1,100, 5
1707824242.247716,627299.000,32403,3,MZ,1,100, 5
1707824242.287567,627337.667,32420,3,MZ,1,100, 5
1707824242.327418,627376.333,32420,3,MZ,1,100, 6
1707824242.367269,627415.000,32420,3,MZ,1,100, 6
1707824242.407206,627453.750,32437,4,MZ,1,100, 5
1707824242.447143,627492.500,32437,4,MZ,1,100, 4
1707824242.487080,627531.250,32437,4,MZ,1,100, 4
1707824242.527017,627570.000,32437,4,MZ,1,100, 5
1707824242.567212,627609.000,32454,2,MZ,1,100, 5
1707824242.607406,627648.000,32454,2,MZ,1,100, 6
1707824242.646570,627686.000,32469,3,MZ,1,100, 5
1707824242.685734,627724.000,32469,3,MZ,1,100, 5
1707824242.724898,627762.000,32469,3,MZ,1,100, 6
1707824242.765608,627801.500,32488,2,MZ,1,100, 6
1707824242.806318,627841.000,32488,2,MZ,1,100, 5
1707824242.846169,627879.667,32504,3,MZ,1,100, 5
1707824242.886020,627918.333,32504,3,MZ,1,100, 4
1707824242.925871,627957.000,32504,3,MZ,1,100, 5
1707824242.965722,627995.667,32523,3,MZ,1,100, 7
1707824243.005573,628034.333,32523,3,MZ,1,100, 6
1707824243.045424,628073.000,32523,3,MZ,1,100, 5
1707824243.085361,628111.750,32540,4,MZ,1,100, 3
1707824243.125298,628150.500,32540,4,MZ,1,100, 5
1707824243.165235,628189.250,32540,4,MZ,1,100, 5
1707824243.205172,628228.000,32540,4,MZ,1,100, 6
1707824243.244336,628266.000,32557,2,MZ,1,100, 5
1707824243.283500,628304.000,32557,2,MZ,1,100, 5
1707824243.324725,628344.000,32574,3,MZ,1,100, 5
1707824243.365950,628384.000,32574,3,MZ,1,100, 6
1707824243.407175,628424.000,32574,3,MZ,1,100, 4
1707824243.446855,628462.500,32589,2,MZ,1,100, 5
1707824243.486534,628501.000,32589,2,MZ,1,100, 5
1707824243.526385,628539.667,32605,3,MZ,1,100, 5
1707824243.566236,628578.333,32605,3,MZ,1,100, 5
1707824243.606087,628617.000,32605,3,MZ,1,100, 5
1707824243.645938,628655.667,32627,3,MZ,1,100, 7
1707824243.685789,628694.333,32627,3,MZ,1,100, 5
1707824243.725640,628733.000,32627,3,MZ,1,100, 5
1707824243.765491,628771.667,32646,3,MZ,1,100, 5
1707824243.805342,628810.333,32646,3,MZ,1,100, 4
1707824243.845193,628849.000,32646,3,MZ,1,100, 4
1707824243.884701,628887.333,32663,3,MZ,1,100, 5
1707824243.924208,628925.667,32663,3,MZ,1,100, 6
1707824243.963716,628964.000,32663,3,MZ,1,100, 5
1707824244.004254,629003.333,32680,3,MZ,1,100, 6
1707824244.044792,629042.667,32680,3,MZ,1,100, 6
1707824244.085330,629082.000,32680,3,MZ,1,100, 5
1707824244.125525,629121.000,32695,2,MZ,1,100, 5
1707824244.165719,629160.000,32695,2,MZ,1,100, 5
1707824244.205571,629198.667,32711,3,MZ,1,100, 6
1707824244.245422,629237.333,32711,3,MZ,1,100, 6
1707824244.285273,629276.000,32711,3,MZ,1,100, 5
1707824244.324952,629314.500,32728,2,MZ,1,100, 6
1707824244.364631,629353.000,32728,2,MZ,1,100, 5
1707824244.404568,629391.750,32745,4,MZ,1,100, 5
1707824244.444505,629430.500,32745,4,MZ,1,100, 5
1707824244.484442,629469.250,32745,4,MZ,1,100, 6
1707824244.524379,629508.000,32745,4,MZ,1,100, 6
1707824244.564574,629547.000,32762,2,MZ,1,100, 6
1707824244.604768,629586.000,32762,2,MZ,1,100, 5
1707824244.644276,629624.333,32779,3,MZ,1,100, 5
1707824244.683783,629662.667,32779,3,MZ,1,100, 5
1707824244.723291,629701.000,32779,3,MZ,1,100, 4
1707824244.762455,629739.000,32796,2,MZ,1,100, 5
1707824244.801619,629777.000,32796,2,MZ,1,100, 5
1707824244.841470,629815.667,32812,3,MZ,1,100, 5
1707824244.881321,629854.333,32812,3,MZ,1,100, 6
1707824244.921172,629893.000,32812,3,MZ,1,100, 5
1707824244.961023,629931.667,32829,3,MZ,1,100, 5
1707824245.000874,629970.333,32829,3,MZ,1,100, 5
1707824245.040725,630009.000,32829,3,MZ,1,100, 6
1707824245.075766,630043.000,32846,3,MZ,1,100, 5
1707824245.110808,630077.000,32846,3,MZ,1,100, 5
1707824245.145849,630111.000,32846,3,MZ,1,100, 5
1707824245.186044,630150.000,32863,3,MZ,1,100, 5
1707824245.226238,630189.000,32863,3,MZ,1,100, 4
1707824245.266433,630228.000,32863,3,MZ,1,100, 6
1707824245.305597,630266.000,32877,3,MZ,1,100, 5
1707824245.344761,630304.000,32877,3,MZ,1,100, 6
1707824245.383925,630342.000,32877,3,MZ,1,100, 6
1707824245.423604,630380.500,32895,2,MZ,1,100, 5
1707824245.463283,630419.000,32895,2,MZ,1,100, 5
1707824245.503134,630457.667,32913,3,MZ,1,100, 6
1707824245.542985,630496.333,32913,3,MZ,1,100, 5
1707824245.582836,630535.000,32913,3,MZ,1,100, 5
1707824245.623718,630574.667,32930,3,MZ,1,100, 6
1707824245.664600,630614.333,32930,3,MZ,1,100, 5
1707824245.705482,630654.000,32930,3,MZ,1,100, 4
1707824245.745333,630692.667,32947,3,MZ,1,100, 5
1707824245.785184,630731.333,32947,3,MZ,1,100, 4
1707824245.825035,630770.000,32947,3,MZ,1,100, 5
1707824245.865229,630809.000,32964,2,MZ,1,100, 5
1707824245.905424,630848.000,32964,2,MZ,1,100, 5
1707824245.944244,630885.667,32978,3,MZ,1,100, 5
1707824245.983065,630923.333,32978,3,MZ,1,100, 5
1707824246.021885,630961.000,32978,3,MZ,1,100, 5
1707824246.061736,630999.667,32996,3,MZ,1,100, 5
1707824246.101587,631038.333,32996,3,MZ,1,100, 4
1707824246.141438,631077.000,32996,3,MZ,1,100, 5
1707824246.181118,631115.500,33012,2,MZ,1,100, 5
1707824246.220797,631154.000,33012,2,MZ,1,100, 5
1707824246.261678,631193.667,33029,3,MZ,1,100, 5
1707824246.302560,631233.333,33029,3,MZ,1,100, 5
1707824246.343442,631273.000,33029,3,MZ,1,100, 6
1707824246.383636,631312.000,33048,3,MZ,1,100, 5
1707824246.423831,631351.000,33048,3,MZ,1,100, 4
1707824246.464026,631390.000,33048,3,MZ,1,100, 5
1707824246.503877,631428.667,33064,3,MZ,1,100, 4
1707824246.543728,631467.333,33064,3,MZ,1,100, 5
1707824246.583579,631506.000,33064,3,MZ,1,100, 5
1707824246.623086,631544.333,33079,3,MZ,1,100, 6
1707824246.662594,631582.667,33079,3,MZ,1,100, 5
1707824246.702101,631621.000,33079,3,MZ,1,100, 5
1707824246.741781,631659.500,33097,2,MZ,1,100, 6
1707824246.781460,631698.000,33097,2,MZ,1,100, 5
1707824246.821998,631737.333,33113,3,MZ,1,100, 6
1707824246.862536,631776.667,33113,3,MZ,1,100, 5
1707824246.903074,631816.000,33113,3,MZ,1,100, 5
1707824246.943784,631855.500,33130,2,MZ,1,100, 4
1707824246.984494,631895.000,33130,2,MZ,1,100, 5
1707824247.024276,631933.600,33148,5,MZ,1,100, 7
1707824247.064059,631972.200,33148,5,MZ,1,100, 4
1707824247.103841,632010.800,33148,5,MZ,1,100, 5
1707824247.143623,632049.400,33148,5,MZ,1,100, 4
1707824247.183406,632088.000,33148,5,MZ,1,100, 5
1707824247.222827,632126.250,33166,4,MZ,1,100, 5
1707824247.262249,632164.500,33166,4,MZ,1,100, 4
1707824247.301671,632202.750,33166,4,MZ,1,100, 5
1707824247.341092,632241.000,33166,4,MZ,1,100, 4
1707824247.381459,632280.167,33184,6,MZ,1,100, 5
1707824247.421825,632319.333,33184,6,MZ,1,100, 5
1707824247.462191,632358.500,33184,6,MZ,1,100, 4
1707824247.502558,632397.667,33184,6,MZ,1,100, 4
1707824247.542924,632436.833,33184,6,MZ,1,100, 5
1707824247.583290,632476.000,33184,6,MZ,1,100, 5
1707824247.623141,632514.667,33202,6,MZ,1,100, 6
1707824247.662992,632553.333,33202,6,MZ,1,100, 5
1707824247.702844,632592.000,33202,6,MZ,1,100, 5
1707824247.742695,632630.667,33202,6,MZ,1,100, 4
1707824247.782546,632669.333,33202,6,MZ,1,100, 4
1707824247.822397,632708.000,33202,6,MZ,1,100, 5
1707824247.862591,632747.000,33219,2,MZ,1,100, 5
1707824247.902786,632786.000,33219,2,MZ,1,100, 5
1707824247.942637,632824.667,33235,3,MZ,1,100, 6
1707824247.982488,632863.333,33235,3,MZ,1,100, 4
1707824248.022339,632902.000,33235,3,MZ,1,100, 5
1707824248.057037,632935.667,33254,3,MZ,1,100, 5
1707824248.091735,632969.333,33254,3,MZ,1,100, 5
1707824248.126433,633003.000,33254,3,MZ,1,100, 5
1707824248.166284,633041.667,33271,3,MZ,1,100, 5
1707824248.206135,633080.333,33271,3,MZ,1,100, 5
1707824248.245986,633119.000,33271,3,MZ,1,100, 5
1707824248.286180,633158.000,33287,2,MZ,1,100, 6
1707824248.326375,633197.000,33287,2,MZ,1,100, 5
1707824248.366226,633235.667,33303,3,MZ,1,100, 5
1707824248.406077,633274.333,33303,3,MZ,1,100, 5
1707824248.445928,633313.000,33303,3,MZ,1,100, 6
1707824248.485607,633351.500,33319,2,MZ,1,100, 6
1707824248.525287,633390.000,33319,2,MZ,1,100, 4
1707824248.564794,633428.333,33336,3,MZ,1,100, 5
1707824248.604302,633466.667,33336,3,MZ,1,100, 5
1707824248.643809,633505.000,33336,3,MZ,1,100, 5
1707824248.683317,633543.333,33353,3,MZ,1,100, 5
1707824248.722824,633581.667,33353,3,MZ,1,100, 6
1707824248.762332,633620.000,33353,3,MZ,1,100, 5
1707824248.802526,633659.000,33370,2,MZ,1,100, 5
1707824248.842721,633698.000,33370,2,MZ,1,100, 6
1707824248.882503,633736.600,33394,5,MZ,1,100, 5
1707824248.922286,633775.200,33394,5,MZ,1,100, 5
1707824248.962068,633813.800,33394,5,MZ,1,100, 6
1707824249.001850,633852.400,33394,5,MZ,1,100, 5
1707824249.041633,633891.000,33394,5,MZ,1,100, 6
1707824249.081484,633929.667,33411,3,MZ,1,100, 5
1707824249.121335,633968.333,33411,3,MZ,1,100, 4
1707824249.161186,634007.000,33411,3,MZ,1,100, 3
1707824249.201380,634046.000,33427,2,MZ,1,100, 5
1707824249.241575,634085.000,33427,2,MZ,1,100, 5
1707824249.280052,634122.333,33442,3,MZ,1,100, 5
1707824249.318529,634159.667,33442,3,MZ,1,100, 5
1707824249.357006,634197.000,33442,3,MZ,1,100, 5
1707824249.396857,634235.667,33459,3,MZ,1,100, 6
1707824249.436708,634274.333,33459,3,MZ,1,100, 5
1707824249.476559,634313.000,33459,3,MZ,1,100, 5
1707824249.516238,634351.500,33476,2,MZ,1,100, 5
1707824249.555917,634390.000,33476,2,MZ,1,100, 5
1707824249.595768,634428.667,33492,3,MZ,1,100, 6
1707824249.635619,634467.333,33492,3,MZ,1,100, 5
1707824249.675470,634506.000,33492,3,MZ,1,100, 6
1707824249.715321,634544.667,33510,3,MZ,1,100, 5
1707824249.755172,634583.333,33510,3,MZ,1,100, 5
1707824249.795024,634622.000,33510,3,MZ,1,100, 6
1707824249.835218,634661.000,33526,2,MZ,1,100, 5
1707824249.875413,634700.000,33526,2,MZ,1,100, 4
1707824249.914577,634738.000,33543,3,MZ,1,100, 6
1707824249.953741,634776.000,33543,3,MZ,1,100, 6
1707824249.992905,634814.000,33543,3,MZ,1,100, 5
1707824250.032584,634852.500,33560,2,MZ,1,100, 6
1707824250.072263,634891.000,33560,2,MZ,1,100, 5
1707824250.112114,634929.667,33577,3,MZ,1,100, 5
1707824250.151965,634968.333,33577,3,MZ,1,100, 5
1707824250.191816,635007.000,33577,3,MZ,1,100, 5
1707824250.232011,635046.000,33592,2,MZ,1,100, 6
1707824250.272205,635085.000,33592,2,MZ,1,100, 5
1707824250.312057,635123.667,33609,3,MZ,1,100, 6
1707824250.351908,635162.333,33609,3,MZ,1,100, 5
1707824250.391759,635201.000,33609,3,MZ,1,100, 6
1707824250.431266,635239.333,33625,3,MZ,1,100, 6
1707824250.470774,635277.667,33625,3,MZ,1,100, 6
1707824250.510281,635316.000,33625,3,MZ,1,100, 6
1707824250.549445,635354.000,33642,2,MZ,1,100, 5
1707824250.588609,635392.000,33642,2,MZ,1,100, 5
1707824250.628804,635431.000,33661,3,MZ,1,100, 7
1707824250.668998,635470.000,33661,3,MZ,1,100, 5
1707824250.709193,635509.000,33661,3,MZ,1,100, 5
1707824250.749044,635547.667,33676,3,MZ,1,100, 5
1707824250.788895,635586.333,33676,3,MZ,1,100, 6
1707824250.828746,635625.000,33676,3,MZ,1,100, 5
1707824250.868425,635663.500,33692,2,MZ,1,100, 5
1707824250.908105,635702.000,33692,2,MZ,1,100, 6
1707824250.948299,635741.000,33709,3,MZ,1,100, 5
1707824250.988494,635780.000,33709,3,MZ,1,100, 5
1707824251.028688,635819.000,33709,3,MZ,1,100, 5
1707824251.064760,635854.000,33726,3,MZ,1,100, 7
1707824251.100832,635889.000,33726,3,MZ,1,100, 5
1707824251.136904,635924.000,33726,3,MZ,1,100, 6
1707824251.177099,635963.000,33743,2,MZ,1,100, 6
1707824251.217294,636002.000,33743,2,MZ,1,100, 5
1707824251.257145,636040.667,33757,3,MZ,1,100, 5
1707824251.296996,636079.333,33757,3,MZ,1,100, 5
1707824251.336847,636118.000,33757,3,MZ,1,100, 5
1707824251.376698,636156.667,33775,3,MZ,1,100, 5
1707824251.416549,636195.333,33775,3,MZ,1,100, 5
1707824251.456400,636234.000,33775,3,MZ,1,100, 5
1707824251.497110,636273.500,33791,2,MZ,1,100, 5
1707824251.537820,636313.000,33791,2,MZ,1,100, 6
1707824251.577671,636351.667,33810,3,MZ,1,100, 7
1707824251.617522,636390.333,33810,3,MZ,1,100, 5
1707824251.657373,636429.000,33810,3,MZ,1,100, 5
1707824251.697567,636468.000,33825,2,MZ,1,100, 5
1707824251.737762,636507.000,33825,2,MZ,1,100, 5
1707824251.777613,636545.667,33842,3,MZ,1,100, 4
1707824251.817464,636584.333,33842,3,MZ,1,100, 5
1707824251.857315,636623.000,33842,3,MZ,1,100, 6
1707824251.896823,636661.333,33858,3,MZ,1,100, 5
1707824251.936330,636699.667,33858,3,MZ,1,100, 5
1707824251.975838,636738.000,33858,3,MZ,1,100, 5
1707824252.015517,636776.500,33876,2,MZ,1,100, 6
1707824252.055196,636815.000,33876,2,MZ,1,100, 5
1707824252.096078,636854.667,33892,3,MZ,1,100, 5
1707824252.136960,636894.333,33892,3,MZ,1,100, 4
1707824252.177841,636934.000,33892,3,MZ,1,100, 5
1707824252.217521,636972.500,33907,2,MZ,1,100, 6
1707824252.257200,637011.000,33907,2,MZ,1,100, 5
1707824252.297051,637049.667,33924,3,MZ,1,100, 6
1707824252.336902,637088.333,33924,3,MZ,1,100, 5
1707824252.376753,637127.000,33924,3,MZ,1,100, 6
1707824252.416604,637165.667,33943,3,MZ,1,100, 4
1707824252.456455,637204.333,33943,3,MZ,1,100, 5
1707824252.496306,637243.000,33943,3,MZ,1,100, 5
1707824252.536501,637282.000,33959,2,MZ,1,100, 5
1707824252.576695,637321.000,33959,2,MZ,1,100, 3
1707824252.615859,637359.000,33976,3,MZ,1,100, 5
1707824252.655023,637397.000,33976,3,MZ,1,100, 5
1707824252.694187,637435.000,33976,3,MZ,1,100, 6
1707824252.734725,637474.333,33993,3,MZ,1,100, 7
1707824252.775264,637513.667,33993,3,MZ,1,100, 5
1707824252.815802,637553.000,33993,3,MZ,1,100, 6
1707824252.855481,637591.500,34010,2,MZ,1,100, 4
1707824252.895160,637630.000,34010,2,MZ,1,100, 5
1707824252.935011,637668.667,34026,3,MZ,1,100, 5
1707824252.974862,637707.333,34026,3,MZ,1,100, 4
1707824253.014713,637746.000,34026,3,MZ,1,100, 5
1707824253.054908,637785.000,34044,2,MZ,1,100, 6
1707824253.095103,637824.000,34044,2,MZ,1,100, 6
1707824253.134954,637862.667,34058,3,MZ,1,100, 5
1707824253.174805,637901.333,34058,3,MZ,1,100, 6
1707824253.214656,637940.000,34058,3,MZ,1,100, 6
1707824253.254850,637979.000,34077,3,MZ,1,100, 5
1707824253.295045,638018.000,34077,3,MZ,1,100, 5
1707824253.335239,638057.000,34077,3,MZ,1,100, 6
1707824253.375434,638096.000,34094,2,MZ,1,100, 7
1707824253.415629,638135.000,34094,2,MZ,1,100, 5
1707824253.455480,638173.667,34111,3,MZ,1,100, 5
1707824253.495331,638212.333,34111,3,MZ,1,100, 6
1707824253.535182,638251.000,34111,3,MZ,1,100, 5
1707824253.575376,638290.000,34127,2,MZ,1,100, 4
1707824253.615571,638329.000,34127,2,MZ,1,100, 5
1707824253.655422,638367.667,34143,3,MZ,1,100, 5
1707824253.695273,638406.333,34143,3,MZ,1,100, 6
1707824253.735124,638445.000,34143,3,MZ,1,100, 6
1707824253.774632,638483.333,34159,3,MZ,1,100, 5
1707824253.814139,638521.667,34159,3,MZ,1,100, 5
1707824253.853647,638560.000,34159,3,MZ,1,100, 5
1707824253.893326,638598.500,34176,2,MZ,1,100, 5
1707824253.933005,638637.000,34176,2,MZ,1,100, 4
1707824253.973543,638676.333,34193,3,MZ,1,100, 5
1707824254.014081,638715.667,34193,3,MZ,1,100, 4
1707824254.054620,638755.000,34193,3,MZ,1,100, 6
1707824254.090348,638789.667,34210,3,MZ,1,100, 5
1707824254.126077,638824.333,34210,3,MZ,1,100, 6
1707824254.161805,638859.000,34210,3,MZ,1,100, 6
1707824254.201484,638897.500,34231,4,MZ,1,100, 5
1707824254.241164,638936.000,34231,4,MZ,1,100, 5
1707824254.280843,638974.500,34231,4,MZ,1,100, 5
1707824254.320522,639013.000,34231,4,MZ,1,100, 5
1707824254.361232,639052.500,34247,2,MZ,1,100, 6
1707824254.401942,639092.000,34247,2,MZ,1,100, 5
1707824254.442137,639131.000,34263,3,MZ,1,100, 5
1707824254.482331,639170.000,34263,3,MZ,1,100, 5
1707824254.522526,639209.000,34263,3,MZ,1,100, 5
1707824254.562377,639247.667,34280,3,MZ,1,100, 4
1707824254.602228,639286.333,34280,3,MZ,1,100, 5
1707824254.642079,639325.000,34280,3,MZ,1,100, 5
1707824254.681243,639363.000,34297,2,MZ,1,100, 5
1707824254.720407,639401.000,34297,2,MZ,1,100, 5
1707824254.760601,639440.000,34314,3,MZ,1,100, 6
1707824254.800796,639479.000,34314,3,MZ,1,100, 5
1707824254.840991,639518.000,34314,3,MZ,1,100, 4
1707824254.880670,639556.500,34328,2,MZ,1,100, 5
1707824254.920349,639595.000,34328,2,MZ,1,100, 5
1707824254.961231,639634.667,34346,3,MZ,1,100, 6
1707824255.002113,639674.333,34346,3,MZ,1,100, 5
1707824255.042994,639714.000,34346,3,MZ,1,100, 5
1707824255.082845,639752.667,34364,3,MZ,1,100, 5
1707824255.122696,639791.333,34364,3,MZ,1,100, 6
1707824255.162547,639830.000,34364,3,MZ,1,100, 5
1707824255.202742,639869.000,34381,2,MZ,1,100, 4
1707824255.242937,639908.000,34381,2,MZ,1,100, 5
1707824255.282101,639946.000,34396,3,MZ,1,100, 6
1707824255.321264,639984.000,34396,3,MZ,1,100, 5
1707824255.360428,640022.000,34396,3,MZ,1,100, 6
1707824255.400108,640060.500,34413,2,MZ,1,100, 5
1707824255.439787,640099.000,34413,2,MZ,1,100, 5
1707824255.479638,640137.667,34429,3,MZ,1,100, 5
1707824255.519489,640176.333,34429,3,MZ,1,100, 4
1707824255.559340,640215.000,34429,3,MZ,1,100, 6
1707824255.600222,640254.667,34446,3,MZ,1,100, 5
1707824255.641104,640294.333,34446,3,MZ,1,100, 5
1707824255.681985,640334.000,34446,3,MZ,1,100, 5
1707824255.722180,640373.000,34463,2,MZ,1,100, 4
1707824255.762374,640412.000,34463,2,MZ,1,100, 5
1707824255.802225,640450.667,34478,3,MZ,1,100, 6
1707824255.842076,640489.333,34478,3,MZ,1,100, 6
1707824255.881928,640528.000,34478,3,MZ,1,100, 6
1707824255.920576,640565.500,34496,2,MZ,1,100, 6
1707824255.959225,640603.000,34496,2,MZ,1,100, 5
1707824255.998732,640641.333,34514,3,MZ,1,100, 6
1707824256.038240,640679.667,34514,3,MZ,1,100, 5
