LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1707824245.664600,630614.333,32927,3,GZ,1,100,0.000
1707824245.705482,630654.000,32927,3,GZ,1,100,0.000
1707824245.745333,630692.667,32944,3,GZ,1,100,0.122
1707824245.785184,630731.333,32944,3,GZ,1,100,-0.183
1707824245.825035,630770.000,32944,3,GZ,1,100,-0.366
1707824245.865229,630809.000,32961,2,GZ,1,100,-0.397
1707824245.905424,630848.000,32961,2,GZ,1,100,-0.275
1707824245.944244,630885.667,32975,3,GZ,1,100,-0.153
1707824245.983065,630923.333,32975,3,GZ,1,100,-0.244
1707824246.021885,630961.000,32975,3,GZ,1,100,-0.275
1707824246.061736,630999.667,32993,3,GZ,1,100,0.092
1707824246.101587,631038.333,32993,3,GZ,1,100,-0.214
1707824246.141438,631077.000,32993,3,GZ,1,100,-0.244
1707824246.181118,631115.500,33009,2,GZ,1,100,-0.031
1707824246.220797,631154.000,33009,2,GZ,1,100,-0.183
1707824246.261678,631193.667,33026,3,GZ,1,100,-0.305
1707824246.302560,631233.333,33026,3,GZ,1,100,0.092
1707824246.343442,631273.000,33026,3,GZ,1,100,-0.061
1707824246.383636,631312.000,33045,3,GZ,1,100,-0.488
1707824246.423831,631351.000,33045,3,GZ,1,100,-0.122
1707824246.464026,631390.000,33045,3,GZ,1,100,-0.336
1707824246.503877,631428.667,33061,3,GZ,1,100,-0.244
1707824246.543728,631467.333,33061,3,GZ,1,100,-0.244
1707824246.583579,631506.000,33061,3,GZ,1,100,-0.275
1707824246.623086,631544.333,33076,3,GZ,1,100,-0.092
1707824246.662594,631582.667,33076,3,GZ,1,100,-0.092
1707824246.702101,631621.000,33076,3,GZ,1,100,-0.275
1707824246.741781,631659.500,33094,2,GZ,1,100,-0.244
1707824246.781460,631698.000,33094,2,GZ,1,100,-0.092
1707824246.821998,631737.333,33110,3,GZ,1,100,-0.336
1707824246.862536,631776.667,33110,3,GZ,1,100,-0.305
1707824246.903074,631816.000,33110,3,GZ,1,100,-0.305
1707824246.943784,631855.500,33127,2,GZ,1,100,-0.244
1707824246.984494,631895.000,33127,2,GZ,1,100,-0.275
1707824247.024276,631933.600,33145,5,GZ,1,100,-0.183
1707824247.064059,631972.200,33145,5,GZ,1,100,-0.244
1707824247.103841,632010.800,33145,5,GZ,1,100,-0.305
1707824247.143623,632049.400,33145,5,GZ,1,100,-0.305
1707824247.183406,632088.000,33145,5,GZ,1,100,-0.275
1707824247.222827,632126.250,33163,4,GZ,1,100,-0.244
1707824247.262249,632164.500,33163,4,GZ,1,100,-0.214
1707824247.301671,632202.750,33163,4,GZ,1,100,-0.183
1707824247.341092,632241.000,33163,4,GZ,1,100,-0.244
1707824247.381459,632280.167,33181,6,GZ,1,100,-0.153
1707824247.421825,632319.333,33181,6,GZ,1,100,-0.305
1707824247.462191,632358.500,33181,6,GZ,1,100,-0.031
1707824247.502558,632397.667,33181,6,GZ,1,100,-0.183
1707824247.542924,632436.833,33181,6,GZ,1,100,0.092
1707824247.583290,632476.000,33181,6,GZ,1,100,-0.092
1707824247.623141,632514.667,33199,6,GZ,1,100,-0.305
1707824247.662992,632553.333,33199,6,GZ,1,100,-0.275
1707824247.702844,632592.000,33199,6,GZ,1,100,-0.214
1707824247.742695,632630.667,33199,6,GZ,1,100,-0.305
1707824247.782546,632669.333,33199,6,GZ,1,100,-0.122
1707824247.822397,632708.000,33199,6,GZ,1,100,-0.153
1707824247.862591,632747.000,33216,2,GZ,1,100,-0.336
1707824247.902786,632786.000,33216,2,GZ,1,100,-0.275
1707824247.942637,632824.667,33232,3,GZ,1,100,-0.305
1707824247.982488,632863.333,33232,3,GZ,1,100,-0.366
1707824248.022339,632902.000,33232,3,GZ,1,100,-0.244
1707824248.057037,632935.667,33251,3,GZ,1,100,-0.183
1707824248.091735,632969.333,33251,3,GZ,1,100,-0.366
1707824248.126433,633003.000,33251,3,GZ,1,100,-0.366
1707824248.166284,633041.667,33268,3,GZ,1,100,-0.122
1707824248.206135,633080.333,33268,3,GZ,1,100,-0.153
1707824248.245986,633119.000,33268,3,GZ,1,100,-0.092
1707824248.286180,633158.000,33284,2,GZ,1,100,0.031
1707824248.326375,633197.000,33284,2,GZ,1,100,-0.275
1707824248.366226,633235.667,33300,3,GZ,1,100,-0.153
1707824248.406077,633274.333,33300,3,GZ,1,100,-0.122
1707824248.445928,633313.000,33300,3,GZ,1,100,-0.275
1707824248.485607,633351.500,33316,2,GZ,1,100,-0.092
1707824248.525287,633390.000,33316,2,GZ,1,100,-0.397
1707824248.564794,633428.333,33333,3,GZ,1,100,-0.488
1707824248.604302,633466.667,33333,3,GZ,1,100,-0.336
1707824248.643809,633505.000,33333,3,GZ,1,100,-0.092
1707824248.683317,633543.333,33350,3,GZ,1,100,-0.214
1707824248.722824,633581.667,33350,3,GZ,1,100,-0.183
1707824248.762332,633620.000,33350,3,GZ,1,100,-0.122
1707824248.802526,633659.000,33367,2,GZ,1,100,-0.153
1707824248.842721,633698.000,33367,2,GZ,1,100,-0.092
1707824248.882503,633736.600,33391,5,GZ,1,100,-0.122
1707824248.922286,633775.200,33391,5,GZ,1,100,-0.092
1707824248.962068,633813.800,33391,5,GZ,1,100,-0.305
1707824249.001850,633852.400,33391,5,GZ,1,100,-0.092
1707824249.041633,633891.000,33391,5,GZ,1,100,-0.183
1707824249.081484,633929.667,33408,3,GZ,1,100,-0.153
1707824249.121335,633968.333,33408,3,GZ,1,100,-0.153
1707824249.161186,634007.000,33408,3,GZ,1,100,-0.153
1707824249.201380,634046.000,33424,2,GZ,1,100,-0.214
1707824249.241575,634085.000,33424,2,GZ,1,100,-0.183
1707824249.280052,634122.333,33439,3,GZ,1,100,-0.153
1707824249.318529,634159.667,33439,3,GZ,1,100,-0.244
1707824249.357006,634197.000,33439,3,GZ,1,100,-0.183
1707824249.396857,634235.667,33456,3,GZ,1,100,-0.183
1707824249.436708,634274.333,33456,3,GZ,1,100,-0.183
1707824249.476559,634313.000,33456,3,GZ,1,100,-0.366
1707824249.516238,634351.500,33473,2,GZ,1,100,-0.244
1707824249.555917,634390.000,33473,2,GZ,1,100,-0.183
1707824249.595768,634428.667,33489,3,GZ,1,100,-0.183
1707824249.635619,634467.333,33489,3,GZ,1,100,-0.092
1707824249.675470,634506.000,33489,3,GZ,1,100,-0.153
1707824249.715321,634544.667,33507,3,GZ,1,100,-0.244
1707824249.755172,634583.333,33507,3,GZ,1,100,-0.183
1707824249.795024,634622.000,33507,3,GZ,1,100,-0.183
1707824249.835218,634661.000,33523,2,GZ,1,100,-0.153
1707824249.875413,634700.000,33523,2,GZ,1,100,-0.153
1707824249.914577,634738.000,33540,3,GZ,1,100,-0.214
1707824249.953741,634776.000,33540,3,GZ,1,100,-0.122
1707824249.992905,634814.000,33540,3,GZ,1,100,-0.122
1707824250.032584,634852.500,33557,2,GZ,1,100,-0.122
1707824250.072263,634891.000,33557,2,GZ,1,100,-0.122
1707824250.112114,634929.667,33574,3,GZ,1,100,-0.183
1707824250.151965,634968.333,33574,3,GZ,1,100,-0.183
1707824250.191816,635007.000,33574,3,GZ,1,100,-0.275
1707824250.232011,635046.000,33589,2,GZ,1,100,-0.183
1707824250.272205,635085.000,33589,2,GZ,1,100,-0.183
1707824250.312057,635123.667,33606,3,GZ,1,100,-0.122
1707824250.351908,635162.333,33606,3,GZ,1,100,-0.366
1707824250.391759,635201.000,33606,3,GZ,1,100,-0.122
1707824250.431266,635239.333,33622,3,GZ,1,100,-0.122
1707824250.470774,635277.667,33622,3,GZ,1,100,-0.183
1707824250.510281,635316.000,33622,3,GZ,1,100,-0.153
1707824250.549445,635354.000,33639,2,GZ,1,100,-0.244
1707824250.588609,635392.000,33639,2,GZ,1,100,-0.214
1707824250.628804,635431.000,33658,3,GZ,1,100,-0.122
1707824250.668998,635470.000,33658,3,GZ,1,100,-0.244
1707824250.709193,635509.000,33658,3,GZ,1,100,-0.153
1707824250.749044,635547.667,33673,3,GZ,1,100,-0.153
1707824250.788895,635586.333,33673,3,GZ,1,100,-0.183
1707824250.828746,635625.000,33673,3,GZ,1,100,-0.183
1707824250.868425,635663.500,33689,2,GZ,1,100,-0.275
1707824250.908105,635702.000,33689,2,GZ,1,100,-0.488
1707824250.948299,635741.000,33706,3,GZ,1,100,-0.305
1707824250.988494,635780.000,33706,3,GZ,1,100,-0.092
1707824251.028688,635819.000,33706,3,GZ,1,100,-0.183
1707824251.064760,635854.000,33723,3,GZ,1,100,-0.183
1707824251.100832,635889.000,33723,3,GZ,1,100,-0.092
1707824251.136904,635924.000,33723,3,GZ,1,100,-0.214
1707824251.177099,635963.000,33740,2,GZ,1,100,-0.153
1707824251.217294,636002.000,33740,2,GZ,1,100,-0.275
1707824251.257145,636040.667,33754,3,GZ,1,100,-0.122
1707824251.296996,636079.333,33754,3,GZ,1,100,-0.153
1707824251.336847,636118.000,33754,3,GZ,1,100,-0.153
1707824251.376698,636156.667,33772,3,GZ,1,100,-0.153
1707824251.416549,636195.333,33772,3,GZ,1,100,-0.092
1707824251.456400,636234.000,33772,3,GZ,1,100,-0.183
1707824251.497110,636273.500,33788,2,GZ,1,100,-0.153
1707824251.537820,636313.000,33788,2,GZ,1,100,-0.183
1707824251.577671,636351.667,33807,3,GZ,1,100,-0.153
1707824251.617522,636390.333,33807,3,GZ,1,100,-0.061
1707824251.657373,636429.000,33807,3,GZ,1,100,-0.153
1707824251.697567,636468.000,33822,2,GZ,1,100,-0.183
1707824251.737762,636507.000,33822,2,GZ,1,100,-0.214
1707824251.777613,636545.667,33839,3,GZ,1,100,-0.336
1707824251.817464,636584.333,33839,3,GZ,1,100,-0.275
1707824251.857315,636623.000,33839,3,GZ,1,100,-0.214
1707824251.896823,636661.333,33855,3,GZ,1,100,-0.275
1707824251.936330,636699.667,33855,3,GZ,1,100,-0.214
1707824251.975838,636738.000,33855,3,GZ,1,100,-0.122
1707824252.015517,636776.500,33873,2,GZ,1,100,-0.122
1707824252.055196,636815.000,33873,2,GZ,1,100,-0.305
1707824252.096078,636854.667,33889,3,GZ,1,100,-0.183
1707824252.136960,636894.333,33889,3,GZ,1,100,-0.122
1707824252.177841,636934.000,33889,3,GZ,1,100,-0.153
1707824252.217521,636972.500,33904,2,GZ,1,100,-0.092
1707824252.257200,637011.000,33904,2,GZ,1,100,-0.183
1707824252.297051,637049.667,33921,3,GZ,1,100,-0.061
1707824252.336902,637088.333,33921,3,GZ,1,100,-0.122
1707824252.376753,637127.000,33921,3,GZ,1,100,-0.305
1707824252.416604,637165.667,33940,3,GZ,1,100,-0.214
1707824252.456455,637204.333,33940,3,GZ,1,100,-0.183
1707824252.496306,637243.000,33940,3,GZ,1,100,-0.092
1707824252.536501,637282.000,33956,2,GZ,1,100,-0.092
1707824252.576695,637321.000,33956,2,GZ,1,100,-0.092
1707824252.615859,637359.000,33973,3,GZ,1,100,-0.183
1707824252.655023,637397.000,33973,3,GZ,1,100,-0.061
1707824252.694187,637435.000,33973,3,GZ,1,100,-0.427
1707824252.734725,637474.333,33990,3,GZ,1,100,-0.214
1707824252.775264,637513.667,33990,3,GZ,1,100,-0.031
1707824252.815802,637553.000,33990,3,GZ,1,100,-0.153
1707824252.855481,637591.500,34007,2,GZ,1,100,-0.183
1707824252.895160,637630.000,34007,2,GZ,1,100,-0.336
1707824252.935011,637668.667,34023,3,GZ,1,100,-0.244
1707824252.974862,637707.333,34023,3,GZ,1,100,-0.244
1707824253.014713,637746.000,34023,3,GZ,1,100,-0.183
1707824253.054908,637785.000,34041,2,GZ,1,100,-0.214
1707824253.095103,637824.000,34041,2,GZ,1,100,-0.153
1707824253.134954,637862.667,34055,3,GZ,1,100,0.000
1707824253.174805,637901.333,34055,3,GZ,1,100,-0.244
1707824253.214656,637940.000,34055,3,GZ,1,100,-0.305
1707824253.254850,637979.000,34074,3,GZ,1,100,-0.061
1707824253.295045,638018.000,34074,3,GZ,1,100,-0.244
1707824253.335239,638057.000,34074,3,GZ,1,100,-0.153
1707824253.375434,638096.000,34091,2,GZ,1,100,-0.092
1707824253.415629,638135.000,34091,2,GZ,1,100,-0.183
1707824253.455480,638173.667,34108,3,GZ,1,100,-0.092
1707824253.495331,638212.333,34108,3,GZ,1,100,-0.122
1707824253.535182,638251.000,34108,3,GZ,1,100,-0.153
1707824253.575376,638290.000,34124,2,GZ,1,100,-0.214
1707824253.615571,638329.000,34124,2,GZ,1,100,-0.183
1707824253.655422,638367.667,34140,3,GZ,1,100,-0.153
1707824253.695273,638406.333,34140,3,GZ,1,100,-0.153
1707824253.735124,638445.000,34140,3,GZ,1,100,-0.122
1707824253.774632,638483.333,34156,3,GZ,1,100,-0.244
1707824253.814139,638521.667,34156,3,GZ,1,100,-0.153
1707824253.853647,638560.000,34156,3,GZ,1,100,0.031
1707824253.893326,638598.500,34173,2,GZ,1,100,-0.153
1707824253.933005,638637.000,34173,2,GZ,1,100,-0.214
1707824253.973543,638676.333,34190,3,GZ,1,100,-0.061
1707824254.014081,638715.667,34190,3,GZ,1,100,-0.305
1707824254.054620,638755.000,34190,3,GZ,1,100,-0.092
1707824254.090348,638789.667,34207,3,GZ,1,100,-0.183
1707824254.126077,638824.333,34207,3,GZ,1,100,-0.244
1707824254.161805,638859.000,34207,3,GZ,1,100,-0.092
1707824254.201484,638897.500,34228,4,GZ,1,100,-0.122
1707824254.241164,638936.000,34228,4,GZ,1,100,-0.092
1707824254.280843,638974.500,34228,4,GZ,1,100,-0.092
1707824254.320522,639013.000,34228,4,GZ,1,100,-0.183
1707824254.361232,639052.500,34244,2,GZ,1,100,-0.183
1707824254.401942,639092.000,34244,2,GZ,1,100,-0.183
1707824254.442137,639131.000,34260,3,GZ,1,100,-0.153
1707824254.482331,639170.000,34260,3,GZ,1,100,-0.427
1707824254.522526,639209.000,34260,3,GZ,1,100,-0.549
1707824254.562377,639247.667,34277,3,GZ,1,100,-0.122
1707824254.602228,639286.333,34277,3,GZ,1,100,-0.244
1707824254.642079,639325.000,34277,3,GZ,1,100,-0.336
