LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1707824252.842340,637578.750,33994,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824252.894130,637629.000,33994,4,EM,1,100,PS
1707824252.945919,637679.250,34027,4,EM,1,100,RS
1707824252.997708,637729.500,34027,4,EM,1,100,RB
1707824253.049497,637779.750,34027,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824253.101286,637830.000,34027,4,EM,1,100,PS
1707824253.153075,637880.250,34059,4,EM,1,100,RS
1707824253.204865,637930.500,34059,4,EM,1,100,RB
1707824253.256654,637980.750,34059,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824253.308443,638031.000,34059,4,EM,1,100,PS
1707824253.360232,638081.250,34095,4,EM,1,100,RS
1707824253.412021,638131.500,34095,4,EM,1,100,RB
1707824253.463811,638181.750,34095,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824253.515600,638232.000,34095,4,EM,1,100,PS
1707824253.567389,638282.250,34128,4,EM,1,100,RS
1707824253.619178,638332.500,34128,4,EM,1,100,RB
1707824253.670967,638382.750,34128,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824253.722757,638433.000,34128,4,EM,1,100,PS
1707824253.774546,638483.250,34160,4,EM,1,100,RS
1707824253.826335,638533.500,34160,4,EM,1,100,RB
1707824253.878124,638583.750,34160,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824253.929913,638634.000,34160,4,EM,1,100,PS
1707824253.981702,638684.250,34194,4,EM,1,100,RS
1707824254.033492,638734.500,34194,4,EM,1,100,RB
1707824254.085281,638784.750,34194,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824254.137070,638835.000,34194,4,EM,1,100,PS
1707824254.202257,638898.250,34232,4,EM,1,100,RS
1707824254.267445,638961.500,34232,4,EM,1,100,RB
1707824254.332632,639024.750,34232,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824254.397820,639088.000,34232,4,EM,1,100,PS
1707824254.449351,639138.000,34264,4,EM,1,100,RS
1707824254.500883,639188.000,34264,4,EM,1,100,RB
1707824254.552414,639238.000,34264,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824254.603946,639288.000,34264,4,EM,1,100,PS
1707824254.655735,639338.250,34298,4,EM,1,100,RS
1707824254.707524,639388.500,34298,4,EM,1,100,RB
1707824254.759313,639438.750,34298,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824254.811102,639489.000,34298,4,EM,1,100,PS
1707824254.862892,639539.250,34329,4,EM,1,100,RS
1707824254.914681,639589.500,34329,4,EM,1,100,RB
1707824254.966470,639639.750,34329,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824255.018259,639690.000,34329,4,EM,1,100,PS
1707824255.070048,639740.250,34365,4,EM,1,100,RS
1707824255.121837,639790.500,34365,4,EM,1,100,RB
1707824255.173627,639840.750,34365,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824255.225416,639891.000,34365,4,EM,1,100,PS
1707824255.277205,639941.250,34397,4,EM,1,100,RS
1707824255.328994,639991.500,34397,4,EM,1,100,RB
1707824255.380783,640041.750,34397,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824255.432573,640092.000,34397,4,EM,1,100,PS
1707824255.484362,640142.250,34430,4,EM,1,100,RS
1707824255.536151,640192.500,34430,4,EM,1,100,RB
1707824255.587940,640242.750,34430,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824255.639729,640293.000,34430,4,EM,1,100,PS
1707824255.691519,640343.250,34464,4,EM,1,100,RS
1707824255.743308,640393.500,34464,4,EM,1,100,RB
1707824255.795097,640443.750,34464,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824255.846886,640494.000,34464,4,EM,1,100,PS
1707824255.898675,640544.250,34497,4,EM,1,100,RS
1707824255.950464,640594.500,34497,4,EM,1,100,RB
1707824256.002254,640644.750,34497,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824256.054043,640695.000,34497,4,EM,1,100,PS
1707824256.105832,640745.250,34531,4,EM,1,100,RS
1707824256.157621,640795.500,34531,4,EM,1,100,RB
1707824256.209410,640845.750,34531,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824256.261200,640896.000,34531,4,EM,1,100,PS
1707824256.312989,640946.250,34563,4,EM,1,100,RS
1707824256.364778,640996.500,34563,4,EM,1,100,RB
1707824256.416567,641046.750,34563,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824256.468356,641097.000,34563,4,EM,1,100,PS
1707824256.520145,641147.250,34596,4,EM,1,100,RS
1707824256.571935,641197.500,34596,4,EM,1,100,RB
1707824256.623724,641247.750,34596,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824256.675513,641298.000,34596,4,EM,1,100,PS
1707824256.727302,641348.250,34630,4,EM,1,100,RS
1707824256.779091,641398.500,34630,4,EM,1,100,RB
1707824256.830881,641448.750,34630,4,EM,1,100,2024-02-13_11-37-17-064291.csv
