LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1707151612.247192,504958.000,13959,6,MX,1,100,34
1707151612.284687,504994.333,13959,6,MX,1,100,35
1707151612.322181,505030.667,13959,6,MX,1,100,35
1707151612.359676,505067.000,13959,6,MX,1,100,35
1707151612.400094,505106.167,13977,6,MX,1,100,35
1707151612.440513,505145.333,13977,6,MX,1,100,34
1707151612.480931,505184.500,13977,6,MX,1,100,35
1707151612.521349,505223.667,13977,6,MX,1,100,34
1707151612.561768,505262.833,13977,6,MX,1,100,35
1707151612.602186,505302.000,13977,6,MX,1,100,36
1707151612.641745,505340.333,13997,6,MX,1,100,35
1707151612.681303,505378.667,13997,6,MX,1,100,35
1707151612.720862,505417.000,13997,6,MX,1,100,34
1707151612.760420,505455.333,13997,6,MX,1,100,35
1707151612.799978,505493.667,13997,6,MX,1,100,35
1707151612.839537,505532.000,13997,6,MX,1,100,35
1707151612.879525,505570.750,14013,4,MX,1,100,35
1707151612.919514,505609.500,14013,4,MX,1,100,35
1707151612.959502,505648.250,14013,4,MX,1,100,35
1707151612.999491,505687.000,14013,4,MX,1,100,34
1707151613.040081,505726.333,14031,3,MX,1,100,36
1707151613.080671,505765.667,14031,3,MX,1,100,36
1707151613.121262,505805.000,14031,3,MX,1,100,35
1707151613.160992,505843.500,14047,2,MX,1,100,35
1707151613.200723,505882.000,14047,2,MX,1,100,35
1707151613.240625,505920.667,14064,3,MX,1,100,35
1707151613.280528,505959.333,14064,3,MX,1,100,35
1707151613.320430,505998.000,14064,3,MX,1,100,35
1707151613.360332,506036.667,14081,3,MX,1,100,35
1707151613.400235,506075.333,14081,3,MX,1,100,35
1707151613.440137,506114.000,14081,3,MX,1,100,35
1707151613.479868,506152.500,14098,2,MX,1,100,35
1707151613.519598,506191.000,14098,2,MX,1,100,35
1707151613.559587,506229.750,14114,4,MX,1,100,35
1707151613.599575,506268.500,14114,4,MX,1,100,35
1707151613.639563,506307.250,14114,4,MX,1,100,35
1707151613.679552,506346.000,14114,4,MX,1,100,35
1707151613.720314,506385.500,14132,2,MX,1,100,35
1707151613.761077,506425.000,14132,2,MX,1,100,35
1707151613.800979,506463.667,14148,3,MX,1,100,36
1707151613.840882,506502.333,14148,3,MX,1,100,35
1707151613.880784,506541.000,14148,3,MX,1,100,35
1707151613.920686,506579.667,14165,3,MX,1,100,35
1707151613.960589,506618.333,14165,3,MX,1,100,36
1707151614.000491,506657.000,14165,3,MX,1,100,35
1707151614.039706,506695.000,14181,2,MX,1,100,35
1707151614.078920,506733.000,14181,2,MX,1,100,35
1707151614.118823,506771.667,14197,3,MX,1,100,35
1707151614.158725,506810.333,14197,3,MX,1,100,35
1707151614.198627,506849.000,14197,3,MX,1,100,35
1707151614.238358,506887.500,14213,2,MX,1,100,36
1707151614.278088,506926.000,14213,2,MX,1,100,36
1707151614.319023,506965.667,14233,3,MX,1,100,36
1707151614.359957,507005.333,14233,3,MX,1,100,36
1707151614.400892,507045.000,14233,3,MX,1,100,36
1707151614.440794,507083.667,14249,3,MX,1,100,35
1707151614.480696,507122.333,14249,3,MX,1,100,35
1707151614.520599,507161.000,14249,3,MX,1,100,35
1707151614.560845,507200.000,14264,2,MX,1,100,36
1707151614.601092,507239.000,14264,2,MX,1,100,35
1707151614.635834,507272.667,14281,3,MX,1,100,35
1707151614.670577,507306.333,14281,3,MX,1,100,35
1707151614.705320,507340.000,14281,3,MX,1,100,36
1707151614.746254,507379.667,14298,3,MX,1,100,36
1707151614.787188,507419.333,14298,3,MX,1,100,35
1707151614.828123,507459.000,14298,3,MX,1,100,36
1707151614.868369,507498.000,14314,2,MX,1,100,35
1707151614.908616,507537.000,14314,2,MX,1,100,35
1707151614.948518,507575.667,14332,3,MX,1,100,35
1707151614.988420,507614.333,14332,3,MX,1,100,34
1707151615.028323,507653.000,14332,3,MX,1,100,36
1707151615.068053,507691.500,14346,2,MX,1,100,35
1707151615.107784,507730.000,14346,2,MX,1,100,35
1707151615.147686,507768.667,14363,3,MX,1,100,36
1707151615.187589,507807.333,14363,3,MX,1,100,36
1707151615.227491,507846.000,14363,3,MX,1,100,35
1707151615.267393,507884.667,14381,3,MX,1,100,36
1707151615.307296,507923.333,14381,3,MX,1,100,36
1707151615.347198,507962.000,14381,3,MX,1,100,35
1707151615.387445,508001.000,14401,2,MX,1,100,36
1707151615.427691,508040.000,14401,2,MX,1,100,35
1707151615.466562,508077.667,14416,3,MX,1,100,36
1707151615.505432,508115.333,14416,3,MX,1,100,36
1707151615.544303,508153.000,14416,3,MX,1,100,35
1707151615.584205,508191.667,14432,3,MX,1,100,35
1707151615.624107,508230.333,14432,3,MX,1,100,35
1707151615.664010,508269.000,14432,3,MX,1,100,35
1707151615.703912,508307.667,14449,3,MX,1,100,35
1707151615.743815,508346.333,14449,3,MX,1,100,35
1707151615.783717,508385.000,14449,3,MX,1,100,35
1707151615.823448,508423.500,14466,2,MX,1,100,35
1707151615.863178,508462.000,14466,2,MX,1,100,35
1707151615.903081,508500.667,14482,3,MX,1,100,35
1707151615.942983,508539.333,14482,3,MX,1,100,35
1707151615.982885,508578.000,14482,3,MX,1,100,36
1707151616.022788,508616.667,14499,3,MX,1,100,35
1707151616.062690,508655.333,14499,3,MX,1,100,34
1707151616.102593,508694.000,14499,3,MX,1,100,35
1707151616.141807,508732.000,14516,2,MX,1,100,35
1707151616.181022,508770.000,14516,2,MX,1,100,36
1707151616.220924,508808.667,14533,3,MX,1,100,36
1707151616.260826,508847.333,14533,3,MX,1,100,36
1707151616.300729,508886.000,14533,3,MX,1,100,36
1707151616.340631,508924.667,14550,3,MX,1,100,35
1707151616.380534,508963.333,14550,3,MX,1,100,35
1707151616.420436,509002.000,14550,3,MX,1,100,36
1707151616.460683,509041.000,14567,2,MX,1,100,35
1707151616.500929,509080.000,14567,2,MX,1,100,35
1707151616.540401,509118.250,14583,4,MX,1,100,36
1707151616.579874,509156.500,14583,4,MX,1,100,35
1707151616.619346,509194.750,14583,4,MX,1,100,35
1707151616.658819,509233.000,14583,4,MX,1,100,35
1707151616.698033,509271.000,14601,3,MX,1,100,34
1707151616.737248,509309.000,14601,3,MX,1,100,35
1707151616.776462,509347.000,14601,3,MX,1,100,36
1707151616.816709,509386.000,14615,2,MX,1,100,36
1707151616.856955,509425.000,14615,2,MX,1,100,35
1707151616.896857,509463.667,14632,3,MX,1,100,34
1707151616.936760,509502.333,14632,3,MX,1,100,35
1707151616.976662,509541.000,14632,3,MX,1,100,35
1707151617.016393,509579.500,14649,2,MX,1,100,35
1707151617.056123,509618.000,14649,2,MX,1,100,36
1707151617.091554,509652.333,14668,3,MX,1,100,36
1707151617.126984,509686.667,14668,3,MX,1,100,35
1707151617.162415,509721.000,14668,3,MX,1,100,35
1707151617.202318,509759.667,14684,3,MX,1,100,36
1707151617.242220,509798.333,14684,3,MX,1,100,35
1707151617.282122,509837.000,14684,3,MX,1,100,35
1707151617.321337,509875.000,14705,3,MX,1,100,35
1707151617.360551,509913.000,14705,3,MX,1,100,36
1707151617.399766,509951.000,14705,3,MX,1,100,35
1707151617.439496,509989.500,14721,2,MX,1,100,35
1707151617.479227,510028.000,14721,2,MX,1,100,35
1707151617.519129,510066.667,14738,3,MX,1,100,36
1707151617.559031,510105.333,14738,3,MX,1,100,35
1707151617.598934,510144.000,14738,3,MX,1,100,35
1707151617.639868,510183.667,14755,3,MX,1,100,36
1707151617.680803,510223.333,14755,3,MX,1,100,36
1707151617.721737,510263.000,14755,3,MX,1,100,35
1707151617.761984,510302.000,14771,2,MX,1,100,35
1707151617.802230,510341.000,14771,2,MX,1,100,36
1707151617.842132,510379.667,14786,3,MX,1,100,35
1707151617.882035,510418.333,14786,3,MX,1,100,35
1707151617.921937,510457.000,14786,3,MX,1,100,35
1707151617.961152,510495.000,14806,3,MX,1,100,34
1707151618.000366,510533.000,14806,3,MX,1,100,35
1707151618.039581,510571.000,14806,3,MX,1,100,35
1707151618.079311,510609.500,14822,2,MX,1,100,35
1707151618.119041,510648.000,14822,2,MX,1,100,35
1707151618.158944,510686.667,14839,3,MX,1,100,35
1707151618.198846,510725.333,14839,3,MX,1,100,35
1707151618.238749,510764.000,14839,3,MX,1,100,35
1707151618.280027,510804.000,14853,2,MX,1,100,35
1707151618.321306,510844.000,14853,2,MX,1,100,36
1707151618.361552,510883.000,14871,3,MX,1,100,36
1707151618.401798,510922.000,14871,3,MX,1,100,35
1707151618.442045,510961.000,14871,3,MX,1,100,36
1707151618.481947,510999.667,14887,3,MX,1,100,34
1707151618.521850,511038.333,14887,3,MX,1,100,35
1707151618.561752,511077.000,14887,3,MX,1,100,36
1707151618.600967,511115.000,14904,2,MX,1,100,35
1707151618.640181,511153.000,14904,2,MX,1,100,35
1707151618.680427,511192.000,14921,3,MX,1,100,35
1707151618.720674,511231.000,14921,3,MX,1,100,34
1707151618.760920,511270.000,14921,3,MX,1,100,36
1707151618.800651,511308.500,14938,2,MX,1,100,35
1707151618.840381,511347.000,14938,2,MX,1,100,35
1707151618.881316,511386.667,14954,3,MX,1,100,35
1707151618.922250,511426.333,14954,3,MX,1,100,35
1707151618.963184,511466.000,14954,3,MX,1,100,35
1707151619.003087,511504.667,14972,3,MX,1,100,35
1707151619.042989,511543.333,14972,3,MX,1,100,35
1707151619.082892,511582.000,14972,3,MX,1,100,35
1707151619.123138,511621.000,14988,2,MX,1,100,35
1707151619.163384,511660.000,14988,2,MX,1,100,35
1707151619.202599,511698.000,15004,3,MX,1,100,35
1707151619.241813,511736.000,15004,3,MX,1,100,35
1707151619.281028,511774.000,15004,3,MX,1,100,36
1707151619.320758,511812.500,15020,2,MX,1,100,35
1707151619.360489,511851.000,15020,2,MX,1,100,35
1707151619.399703,511889.000,15037,3,MX,1,100,37
1707151619.438918,511927.000,15037,3,MX,1,100,37
1707151619.478132,511965.000,15037,3,MX,1,100,36
1707151619.514251,512000.000,15053,3,MX,1,100,35
1707151619.550369,512035.000,15053,3,MX,1,100,35
1707151619.586488,512070.000,15053,3,MX,1,100,35
1707151619.626390,512108.667,15071,3,MX,1,100,35
1707151619.666293,512147.333,15071,3,MX,1,100,35
1707151619.706195,512186.000,15071,3,MX,1,100,35
1707151619.746442,512225.000,15087,2,MX,1,100,35
1707151619.786688,512264.000,15087,2,MX,1,100,35
1707151619.826246,512302.333,15104,3,MX,1,100,35
1707151619.865805,512340.667,15104,3,MX,1,100,35
1707151619.905363,512379.000,15104,3,MX,1,100,36
1707151619.945094,512417.500,15120,2,MX,1,100,35
1707151619.984824,512456.000,15120,2,MX,1,100,35
1707151620.024039,512494.000,15138,3,MX,1,100,35
1707151620.063253,512532.000,15138,3,MX,1,100,35
1707151620.102468,512570.000,15138,3,MX,1,100,35
1707151620.142714,512609.000,15154,3,MX,1,100,36
1707151620.182960,512648.000,15154,3,MX,1,100,35
1707151620.223207,512687.000,15154,3,MX,1,100,35
1707151620.262937,512725.500,15169,2,MX,1,100,36
1707151620.302668,512764.000,15169,2,MX,1,100,35
1707151620.342570,512802.667,15188,3,MX,1,100,36
1707151620.382473,512841.333,15188,3,MX,1,100,35
1707151620.422375,512880.000,15188,3,MX,1,100,35
1707151620.462277,512918.667,15205,3,MX,1,100,36
1707151620.502180,512957.333,15205,3,MX,1,100,34
1707151620.542082,512996.000,15205,3,MX,1,100,35
1707151620.582329,513035.000,15223,2,MX,1,100,36
1707151620.622575,513074.000,15223,2,MX,1,100,35
1707151620.661790,513112.000,15241,3,MX,1,100,35
1707151620.701004,513150.000,15241,3,MX,1,100,35
1707151620.740219,513188.000,15241,3,MX,1,100,35
1707151620.780121,513226.667,15255,3,MX,1,100,36
1707151620.820023,513265.333,15255,3,MX,1,100,35
1707151620.859926,513304.000,15255,3,MX,1,100,35
1707151620.899656,513342.500,15272,2,MX,1,100,36
1707151620.939387,513381.000,15272,2,MX,1,100,35
1707151620.979289,513419.667,15289,3,MX,1,100,35
1707151621.019192,513458.333,15289,3,MX,1,100,34
1707151621.059094,513497.000,15289,3,MX,1,100,36
1707151621.098996,513535.667,15306,3,MX,1,100,36
1707151621.138899,513574.333,15306,3,MX,1,100,35
1707151621.178801,513613.000,15306,3,MX,1,100,35
1707151621.219048,513652.000,15321,2,MX,1,100,35
1707151621.259294,513691.000,15321,2,MX,1,100,35
1707151621.298509,513729.000,15338,3,MX,1,100,34
1707151621.337723,513767.000,15338,3,MX,1,100,37
1707151621.376938,513805.000,15338,3,MX,1,100,35
1707151621.416668,513843.500,15354,2,MX,1,100,35
1707151621.456398,513882.000,15354,2,MX,1,100,35
1707151621.496301,513920.667,15373,3,MX,1,100,35
1707151621.536203,513959.333,15373,3,MX,1,100,35
1707151621.576106,513998.000,15373,3,MX,1,100,35
1707151621.616008,514036.667,15390,3,MX,1,100,35
1707151621.655911,514075.333,15390,3,MX,1,100,36
1707151621.695813,514114.000,15390,3,MX,1,100,35
1707151621.736059,514153.000,15405,2,MX,1,100,36
1707151621.776306,514192.000,15405,2,MX,1,100,35
1707151621.816208,514230.667,15421,3,MX,1,100,36
1707151621.856111,514269.333,15421,3,MX,1,100,35
1707151621.896013,514308.000,15421,3,MX,1,100,35
1707151621.934712,514345.500,15438,2,MX,1,100,35
1707151621.973410,514383.000,15438,2,MX,1,100,36
1707151622.010045,514418.500,15455,4,MX,1,100,35
1707151622.046679,514454.000,15455,4,MX,1,100,36
1707151622.083314,514489.500,15455,4,MX,1,100,35
1707151622.119948,514525.000,15455,4,MX,1,100,35
1707151622.160711,514564.500,15472,2,MX,1,100,35
1707151622.201473,514604.000,15472,2,MX,1,100,35
1707151622.242064,514643.333,15486,3,MX,1,100,36
1707151622.282654,514682.667,15486,3,MX,1,100,35
1707151622.323244,514722.000,15486,3,MX,1,100,36
1707151622.362975,514760.500,15506,2,MX,1,100,35
1707151622.402705,514799.000,15506,2,MX,1,100,36
1707151622.442608,514837.667,15522,3,MX,1,100,35
1707151622.482510,514876.333,15522,3,MX,1,100,35
1707151622.522413,514915.000,15522,3,MX,1,100,35
1707151622.561627,514953.000,15544,3,MX,1,100,35
1707151622.600841,514991.000,15544,3,MX,1,100,35
1707151622.640056,515029.000,15544,3,MX,1,100,36
