LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1707151854.930005,740125.000,51576,1,SF,1,100,0.0039
1707151855.327309,740510.000,51635,1,SF,1,100,0.0039
1707151855.659600,740832.000,51685,1,SF,1,100,0.0039
1707151855.987763,741150.000,51736,1,SF,1,100,0.0038
1707151856.322118,741474.000,51786,1,SF,1,100,0.0038
1707151856.587332,741731.000,51835,1,SF,1,100,0.0037
1707151856.921686,742055.000,51886,1,SF,1,100,0.0037
1707151857.255009,742378.000,51936,1,SF,1,100,0.0036
1707151857.654378,742765.000,52001,1,SF,1,100,0.0036
1707151857.988733,743089.000,52051,1,SF,1,100,0.0036
1707151858.253946,743346.000,52102,1,SF,1,100,0.0035
1707151858.589333,743671.000,52152,1,SF,1,100,0.0035
1707151858.920592,743992.000,52201,1,SF,1,100,0.0034
1707151859.252883,744314.000,52251,1,SF,1,100,0.0034
1707151859.649155,744698.000,52318,1,SF,1,100,0.0033
1707151859.981446,745020.000,52369,1,SF,1,100,0.0033
1707151860.250788,745281.000,52419,1,SF,1,100,0.0033
1707151860.647060,745665.000,52476,1,SF,1,100,0.0032
1707151860.984511,745992.000,52526,1,SF,1,100,0.0032
1707151861.315770,746313.000,52577,1,SF,1,100,0.0032
1707151861.580984,746570.000,52627,1,SF,1,100,0.0031
1707151861.916370,746895.000,52676,1,SF,1,100,0.0031
1707151862.248661,747217.000,52726,1,SF,1,100,0.0031
1707151862.649062,747605.000,52791,1,SF,1,100,0.0030
1707151862.980321,747926.000,52844,1,SF,1,100,0.0030
1707151863.250694,748188.000,52892,1,SF,1,100,0.0029
1707151863.580921,748508.000,52941,1,SF,1,100,0.0029
1707151863.914244,748831.000,52993,1,SF,1,100,0.0029
1707151864.316708,749221.000,53058,1,SF,1,100,0.0028
1707151864.646935,749541.000,53109,1,SF,1,100,0.0028
1707151864.917308,749803.000,53159,1,SF,1,100,0.0028
1707151865.247535,750123.000,53210,1,SF,1,100,0.0027
1707151865.583954,750449.000,53260,1,SF,1,100,0.0027
1707151865.915213,750770.000,53316,1,SF,1,100,0.0027
1707151866.249568,751094.000,53366,1,SF,1,100,0.0027
1707151866.585987,751420.000,53417,1,SF,1,100,0.0026
1707151866.984323,751806.000,53482,1,SF,1,100,0.0026
1707151867.317646,752129.000,53532,1,SF,1,100,0.0026
1707151867.582860,752386.000,53583,1,SF,1,100,0.0025
1707151867.919279,752712.000,53631,1,SF,1,100,0.0025
1707151868.250538,753033.000,53682,1,SF,1,100,0.0025
1707151868.647842,753418.000,53748,1,SF,1,100,0.0024
1707151868.980133,753740.000,53799,1,SF,1,100,0.0024
1707151869.245346,753997.000,53848,1,SF,1,100,0.0024
1707151869.579701,754321.000,53898,1,SF,1,100,0.0024
1707151869.911992,754643.000,53949,1,SF,1,100,0.0023
1707151870.245315,754966.000,53999,1,SF,1,100,0.0023
1707151870.646747,755355.000,54066,1,SF,1,100,0.0023
1707151870.976974,755675.000,54117,1,SF,1,100,0.0023
1707151871.246316,755936.000,54154,1,SF,1,100,0.0022
1707151871.646716,756324.000,54221,1,SF,1,100,0.0022
1707151871.979007,756646.000,54269,1,SF,1,100,0.0022
1707151872.244221,756903.000,54320,1,SF,1,100,0.0022
1707151872.576512,757225.000,54370,1,SF,1,100,0.0021
1707151872.907771,757546.000,54419,1,SF,1,100,0.0021
1707151873.237998,757866.000,54469,1,SF,1,100,0.0021
1707151873.636334,758252.000,54536,1,SF,1,100,0.0021
1707151873.971721,758577.000,54585,1,SF,1,100,0.0020
1707151874.235902,758833.000,54637,1,SF,1,100,0.0020
1707151874.572321,759159.000,54686,1,SF,1,100,0.0020
1707151874.902548,759479.000,54734,1,SF,1,100,0.0020
1707151875.306044,759870.000,54803,1,SF,1,100,0.0019
1707151875.636271,760190.000,54854,1,SF,1,100,0.0019
1707151875.906645,760452.000,54902,1,SF,1,100,0.0019
1707151876.236872,760772.000,54954,1,SF,1,100,0.0019
1707151876.636240,761159.000,55008,1,SF,1,100,0.0019
1707151876.967499,761480.000,55061,1,SF,1,100,0.0018
1707151877.233745,761738.000,55109,1,SF,1,100,0.0018
1707151877.563972,762058.000,55159,1,SF,1,100,0.0018
1707151877.897295,762381.000,55210,1,SF,1,100,0.0018
1707151878.227522,762701.000,55259,1,SF,1,100,0.0017
1707151878.626890,763088.000,55324,1,SF,1,100,0.0017
1707151878.956085,763407.000,55376,1,SF,1,100,0.0017
1707151879.226458,763669.000,55425,1,SF,1,100,0.0017
1707151879.555654,763988.000,55475,1,SF,1,100,0.0017
1707151879.893104,764315.000,55526,1,SF,1,100,0.0016
1707151880.291441,764701.000,55579,1,SF,1,100,0.0016
1707151880.624764,765024.000,55629,1,SF,1,100,0.0016
1707151880.889977,765281.000,55680,1,SF,1,100,0.0016
1707151881.291409,765670.000,55728,1,SF,1,100,0.0016
1707151881.623700,765992.000,55781,1,SF,1,100,0.0016
1707151881.888914,766249.000,55820,1,SF,1,100,0.0015
1707151882.286218,766634.000,55873,1,SF,1,100,0.0015
1707151882.553496,766893.000,55921,1,SF,1,100,0.0015
1707151882.882691,767212.000,55971,1,SF,1,100,0.0015
1707151883.214982,767534.000,56022,1,SF,1,100,0.0015
1707151883.545209,767854.000,56073,1,SF,1,100,0.0014
1707151883.878532,768177.000,56125,1,SF,1,100,2.0837
1707151884.208759,768497.000,56174,1,SF,1,100,2.0596
1707151884.545178,768823.000,56224,1,SF,1,100,2.0358
1707151884.876437,769144.000,56275,1,SF,1,100,2.0122
1707151885.211823,769469.000,56327,1,SF,1,100,1.9889
1707151885.544114,769791.000,56378,1,SF,1,100,1.9659
1707151885.943483,770178.000,56444,1,SF,1,100,1.9432
1707151886.208696,770435.000,56477,1,SF,1,100,1.9207
