category,condition,item,stim,edv,t,metric,y
narrative_order,end,benz,LATE_MB.mp4,HR,18,norm,-1.00995848043251
narrative_order,end,benz,LATE_MB.mp4,ACC,19,norm,-0.166573953889409
narrative_order,end,benz,LATE_MB.mp4,EA,19,norm,1.209291310793
narrative_order,end,benz,LATE_MB.mp4,HR,19,norm,-1.11855828574867
narrative_order,end,benz,LATE_MB.mp4,ACC,20,norm,-0.179332378362532
narrative_order,end,benz,LATE_MB.mp4,EA,20,norm,1.19420910114015
narrative_order,end,benz,LATE_MB.mp4,HR,20,norm,-1.44303647456603
narrative_order,end,benz,LATE_MB.mp4,ACC,21,norm,-0.0174994937636513
narrative_order,end,benz,LATE_MB.mp4,EA,21,norm,1.21218615670349
narrative_order,end,benz,LATE_MB.mp4,HR,21,norm,-1.25839539767369
narrative_order,end,benz,LATE_MB.mp4,EA,22,norm,1.34593609298532
narrative_order,end,benz,LATE_MB.mp4,ACC,22,norm,-0.0767718351759607
narrative_order,end,benz,LATE_MB.mp4,HR,22,norm,-1.53156210776265
narrative_order,end,benz,LATE_MB.mp4,EA,23,norm,1.34332945882005
narrative_order,end,benz,LATE_MB.mp4,ACC,23,norm,-0.0897931014284249
narrative_order,end,benz,LATE_MB.mp4,HR,23,norm,-0.800636067082601
narrative_order,end,benz,LATE_MB.mp4,EA,24,norm,1.12768605284968
narrative_order,end,benz,LATE_MB.mp4,ACC,24,norm,-0.193125091452401
narrative_order,end,benz,LATE_MB.mp4,HR,24,norm,-0.724727238530357
narrative_order,end,benz,LATE_MB.mp4,EA,25,norm,0.819937586752867
narrative_order,end,benz,LATE_MB.mp4,ACC,25,norm,0.108279992714394
narrative_order,end,benz,LATE_MB.mp4,HR,25,norm,-0.612202734267633
narrative_order,end,benz,LATE_MB.mp4,EA,26,norm,0.612258669935587
narrative_order,end,benz,LATE_MB.mp4,ACC,26,norm,0.0233725751848562
narrative_order,end,benz,LATE_MB.mp4,HR,26,norm,-0.604104928069174
narrative_order,end,benz,LATE_MB.mp4,EA,27,norm,0.46491197910832
narrative_order,end,benz,LATE_MB.mp4,ACC,27,norm,-0.179579425558419
narrative_order,end,benz,LATE_MB.mp4,HR,27,norm,-0.226211075138908
narrative_order,end,benz,LATE_MB.mp4,EA,28,norm,0.379156982370667
narrative_order,end,benz,LATE_MB.mp4,ACC,28,norm,-0.100293917525956
narrative_order,end,benz,LATE_MB.mp4,HR,28,norm,-0.0499769965333046
narrative_order,end,benz,LATE_MB.mp4,EA,29,norm,0.320677132829522
narrative_order,end,benz,LATE_MB.mp4,ACC,29,norm,-0.144331973814338
narrative_order,end,benz,LATE_MB.mp4,HR,29,norm,-0.978939491366711
narrative_order,end,benz,LATE_MB.mp4,ACC,30,norm,-0.108023753332214
narrative_order,end,benz,LATE_MB.mp4,EA,30,norm,0.263288430514186
narrative_order,end,benz,LATE_MB.mp4,HR,30,norm,-1.1466722471552
narrative_order,end,benz,LATE_MB.mp4,ACC,31,norm,-0.0489597905908519
narrative_order,end,benz,LATE_MB.mp4,EA,31,norm,0.176572327656748
narrative_order,end,benz,LATE_MB.mp4,HR,31,norm,-1.25963034132495
narrative_order,end,benz,LATE_MB.mp4,ACC,32,norm,-0.120290977030268
narrative_order,end,benz,LATE_MB.mp4,EA,32,norm,0.072970069408626
narrative_order,end,benz,LATE_MB.mp4,HR,32,norm,-1.29719903908942
narrative_order,end,benz,LATE_MB.mp4,ACC,33,norm,0.0482210194781456
narrative_order,end,benz,LATE_MB.mp4,EA,33,norm,0.0191608050991386
narrative_order,end,benz,LATE_MB.mp4,HR,33,norm,-1.13186709521835
narrative_order,end,benz,LATE_MB.mp4,ACC,34,norm,-0.10410840844649
narrative_order,end,benz,LATE_MB.mp4,EA,34,norm,-0.0630575141965245
narrative_order,end,benz,LATE_MB.mp4,HR,34,norm,-0.893311791580012
narrative_order,end,benz,LATE_MB.mp4,ACC,35,norm,-0.078978120177506
narrative_order,end,benz,LATE_MB.mp4,EA,35,norm,-0.0984015042327241
narrative_order,end,benz,LATE_MB.mp4,HR,35,norm,-0.708599924359669
narrative_order,end,benz,LATE_MB.mp4,ACC,36,norm,0.0773737974145532
narrative_order,end,benz,LATE_MB.mp4,EA,36,norm,-0.168305850996401
narrative_order,end,benz,LATE_MB.mp4,HR,36,norm,-0.26683008150704
narrative_order,end,benz,LATE_MB.mp4,ACC,37,norm,0.070633564413028
narrative_order,end,benz,LATE_MB.mp4,EA,37,norm,-0.18408156551586
narrative_order,end,benz,LATE_MB.mp4,HR,37,norm,-0.0926416407084077
narrative_order,end,benz,LATE_MB.mp4,ACC,38,norm,-0.102625786200516
narrative_order,end,benz,LATE_MB.mp4,EA,38,norm,-0.195996303182924
narrative_order,end,benz,LATE_MB.mp4,HR,38,norm,0.433606365129989
narrative_order,end,benz,LATE_MB.mp4,ACC,39,norm,0.0618544767711146
narrative_order,end,benz,LATE_MB.mp4,EA,39,norm,-0.166529995449188
narrative_order,end,benz,LATE_MB.mp4,HR,39,norm,0.727222681121166
narrative_order,end,benz,LATE_MB.mp4,ACC,40,norm,-0.0040009861147095
narrative_order,end,benz,LATE_MB.mp4,EA,40,norm,-0.0627355746597567
narrative_order,end,benz,LATE_MB.mp4,HR,40,norm,0.684399796545499
narrative_order,end,benz,LATE_MB.mp4,ACC,41,norm,0.0314202605396048
narrative_order,end,benz,LATE_MB.mp4,EA,41,norm,0.0155037026326513
narrative_order,end,benz,LATE_MB.mp4,HR,41,norm,0.950776979910471
narrative_order,end,benz,LATE_MB.mp4,EA,42,norm,0.0953002990548615
narrative_order,end,benz,LATE_MB.mp4,ACC,42,norm,0.0488793367861564
narrative_order,end,benz,LATE_MB.mp4,HR,42,norm,1.27206695636079
narrative_order,end,benz,LATE_MB.mp4,ACC,43,norm,0.114445100980833
narrative_order,end,benz,LATE_MB.mp4,EA,43,norm,0.228608577520407
narrative_order,end,benz,LATE_MB.mp4,HR,43,norm,1.22705937940454
narrative_order,end,benz,LATE_MB.mp4,ACC,44,norm,-0.00664468008834975
narrative_order,end,benz,LATE_MB.mp4,EA,44,norm,0.287246483963907
narrative_order,end,benz,LATE_MB.mp4,HR,44,norm,1.1197246732957
narrative_order,end,benz,LATE_MB.mp4,ACC,45,norm,-0.0791594202926062
narrative_order,end,benz,LATE_MB.mp4,EA,45,norm,0.477622506882968
narrative_order,end,benz,LATE_MB.mp4,HR,45,norm,1.06582321329149
narrative_order,end,benz,LATE_MB.mp4,EA,46,norm,0.33580788293277
narrative_order,end,benz,LATE_MB.mp4,ACC,46,norm,-0.0367229267102513
narrative_order,end,benz,LATE_MB.mp4,HR,46,norm,0.918634833056578
narrative_order,end,benz,LATE_MB.mp4,EA,47,norm,0.567596252460415
narrative_order,end,benz,LATE_MB.mp4,ACC,47,norm,0.173261189325291
narrative_order,end,benz,LATE_MB.mp4,HR,47,norm,0.5935642734061
narrative_order,end,benz,LATE_MB.mp4,EA,48,norm,0.677147805309772
narrative_order,end,benz,LATE_MB.mp4,ACC,48,norm,0.129309947204965
narrative_order,end,benz,LATE_MB.mp4,HR,48,norm,0.168372186291887
narrative_order,end,benz,LATE_MB.mp4,EA,49,norm,0.668443284047505
narrative_order,end,benz,LATE_MB.mp4,ACC,49,norm,-0.0261290407379098
narrative_order,end,benz,LATE_MB.mp4,HR,49,norm,-0.209761206326578
narrative_order,end,benz,LATE_MB.mp4,ACC,50,norm,0.0802647401031626
narrative_order,end,benz,LATE_MB.mp4,EA,50,norm,0.687211810677333
narrative_order,end,benz,LATE_MB.mp4,HR,50,norm,-0.145789404483918
narrative_order,end,benz,LATE_MB.mp4,ACC,51,norm,0.0383024848248025
narrative_order,end,benz,LATE_MB.mp4,EA,51,norm,0.653256128133751
narrative_order,end,benz,LATE_MB.mp4,HR,51,norm,-0.254935781019648
narrative_order,end,benz,LATE_MB.mp4,ACC,52,norm,0.043612050276189
narrative_order,end,benz,LATE_MB.mp4,EA,52,norm,0.608394148447119
narrative_order,end,benz,LATE_MB.mp4,HR,52,norm,0.222373720105907
narrative_order,end,benz,LATE_MB.mp4,ACC,53,norm,0.0441097146449912
narrative_order,end,benz,LATE_MB.mp4,EA,53,norm,0.561886299698243
narrative_order,end,benz,LATE_MB.mp4,HR,53,norm,-0.0908537523527971
narrative_order,end,benz,LATE_MB.mp4,ACC,54,norm,-0.0463296413318365
narrative_order,end,benz,LATE_MB.mp4,EA,54,norm,0.466116577958936
narrative_order,end,benz,LATE_MB.mp4,HR,54,norm,0.0811201509546395
narrative_order,end,benz,LATE_MB.mp4,ACC,55,norm,-0.0507466351484579
narrative_order,end,benz,LATE_MB.mp4,EA,55,norm,0.393603547003606
narrative_order,end,benz,LATE_MB.mp4,HR,55,norm,0.0468588419550041
narrative_order,end,benz,LATE_MB.mp4,ACC,56,norm,0.167909802882956
narrative_order,end,benz,LATE_MB.mp4,EA,56,norm,0.281479842659721
narrative_order,end,benz,LATE_MB.mp4,HR,56,norm,-0.0529958467022285
narrative_order,end,benz,LATE_MB.mp4,ACC,57,norm,-0.131370584491157
narrative_order,end,benz,LATE_MB.mp4,EA,57,norm,0.163302298642957
narrative_order,end,benz,LATE_MB.mp4,HR,57,norm,-0.181945704502523
narrative_order,end,benz,LATE_MB.mp4,ACC,58,norm,0.0717583132918034
narrative_order,end,benz,LATE_MB.mp4,EA,58,norm,0.13073484058043
narrative_order,end,benz,LATE_MB.mp4,HR,58,norm,-0.0751064721955396
cluster,man,pizza,pizza.mp4,ACC,0,norm,0.0540043722135115
cluster,man,pizza,pizza.mp4,EA,0,norm,0.326793463466358
cluster,man,pizza,pizza.mp4,HR,0,norm,-0.828191112537376
cluster,man,pizza,pizza.mp4,EA,1,norm,0.339553535908432
cluster,man,pizza,pizza.mp4,ACC,1,norm,-0.0378335871410758
cluster,man,pizza,pizza.mp4,HR,1,norm,-0.748718344658364
cluster,man,pizza,pizza.mp4,EA,2,norm,0.320022737863921
cluster,man,pizza,pizza.mp4,ACC,2,norm,0.161896797487411
cluster,man,pizza,pizza.mp4,HR,2,norm,-0.556704235612173
cluster,man,pizza,pizza.mp4,ACC,3,norm,0.0339900666880973
cluster,man,pizza,pizza.mp4,EA,3,norm,0.247444798704484
cluster,man,pizza,pizza.mp4,HR,3,norm,-0.655127555046102
cluster,man,pizza,pizza.mp4,ACC,4,norm,0.151122840284315
cluster,man,pizza,pizza.mp4,EA,4,norm,0.144687794084274
cluster,man,pizza,pizza.mp4,HR,4,norm,-0.903391876992276
cluster,man,pizza,pizza.mp4,ACC,5,norm,0.0735907643920072
cluster,man,pizza,pizza.mp4,EA,5,norm,0.0704979113738679
cluster,man,pizza,pizza.mp4,HR,5,norm,-0.746857246676262
cluster,man,pizza,pizza.mp4,EA,6,norm,-0.0285927521991469
cluster,man,pizza,pizza.mp4,ACC,6,norm,0.229487445249167
cluster,man,pizza,pizza.mp4,HR,6,norm,-0.551083839767391
cluster,man,pizza,pizza.mp4,EA,7,norm,-0.0675940481040037
cluster,man,pizza,pizza.mp4,ACC,7,norm,0.176846363977845
cluster,man,pizza,pizza.mp4,HR,7,norm,-0.250840410173769
cluster,man,pizza,pizza.mp4,ACC,8,norm,0.315576365214335
cluster,man,pizza,pizza.mp4,EA,8,norm,-0.134899687086511
cluster,man,pizza,pizza.mp4,HR,8,norm,0.156831949511279
cluster,man,pizza,pizza.mp4,ACC,9,norm,0.117444117384321
cluster,man,pizza,pizza.mp4,EA,9,norm,-0.182103130872068
cluster,man,pizza,pizza.mp4,HR,9,norm,0.433114946896152
cluster,man,pizza,pizza.mp4,ACC,10,norm,0.153284496225568
cluster,man,pizza,pizza.mp4,EA,10,norm,-0.231945977498928
cluster,man,pizza,pizza.mp4,HR,10,norm,0.0867238280632419
cluster,man,pizza,pizza.mp4,ACC,11,norm,0.139019660150787
cluster,man,pizza,pizza.mp4,EA,11,norm,-0.250317450354793
cluster,man,pizza,pizza.mp4,HR,11,norm,0.0613330278289352
cluster,man,pizza,pizza.mp4,ACC,12,norm,0.158930909444465
cluster,man,pizza,pizza.mp4,EA,12,norm,-0.300868422346239
cluster,man,pizza,pizza.mp4,HR,12,norm,0.140278309742459
cluster,man,pizza,pizza.mp4,EA,13,norm,-0.37951319753995
cluster,man,pizza,pizza.mp4,ACC,13,norm,0.215132629074731
cluster,man,pizza,pizza.mp4,HR,13,norm,0.227011030684844
cluster,man,pizza,pizza.mp4,EA,14,norm,-0.397685116425182
cluster,man,pizza,pizza.mp4,ACC,14,norm,0.200142991337086
cluster,man,pizza,pizza.mp4,HR,14,norm,1.27236745514914
cluster,man,pizza,pizza.mp4,EA,15,norm,-0.506781003898131
cluster,man,pizza,pizza.mp4,ACC,15,norm,0.197666611873751
cluster,man,pizza,pizza.mp4,HR,15,norm,0.764904132493279
cluster,man,pizza,pizza.mp4,ACC,16,norm,0.271500174704974
cluster,man,pizza,pizza.mp4,EA,16,norm,-0.566268214604673
cluster,man,pizza,pizza.mp4,HR,16,norm,0.654497976638427
cluster,man,pizza,pizza.mp4,ACC,17,norm,0.149418164430282
cluster,man,pizza,pizza.mp4,EA,17,norm,-0.574679770758388
cluster,man,pizza,pizza.mp4,HR,17,norm,0.773470248497953
cluster,man,pizza,pizza.mp4,EA,18,norm,-0.571922723097289
cluster,man,pizza,pizza.mp4,ACC,18,norm,0.247717566453742
cluster,man,pizza,pizza.mp4,HR,18,norm,0.663718241669145
cluster,man,pizza,pizza.mp4,ACC,19,norm,0.444781847219283
cluster,man,pizza,pizza.mp4,EA,19,norm,-0.601329540350333
cluster,man,pizza,pizza.mp4,HR,19,norm,0.471486343019405
cluster,man,pizza,pizza.mp4,EA,20,norm,-0.618303497387004
cluster,man,pizza,pizza.mp4,ACC,20,norm,0.187603878129997
cluster,man,pizza,pizza.mp4,HR,20,norm,0.112365147958989
cluster,man,pizza,pizza.mp4,EA,21,norm,-0.620167961433339
cluster,man,pizza,pizza.mp4,ACC,21,norm,0.00417737601138975
cluster,man,pizza,pizza.mp4,HR,21,norm,0.202616569764889
cluster,man,pizza,pizza.mp4,EA,22,norm,-0.522136894397055
cluster,man,pizza,pizza.mp4,ACC,22,norm,0.140532444273059
cluster,man,pizza,pizza.mp4,HR,22,norm,-0.22194986221324
cluster,man,pizza,pizza.mp4,EA,23,norm,-0.120993709400972
cluster,man,pizza,pizza.mp4,ACC,23,norm,0.292636800914341
cluster,man,pizza,pizza.mp4,HR,23,norm,-0.803160304175839
cluster,man,pizza,pizza.mp4,EA,24,norm,0.159767575001249
cluster,man,pizza,pizza.mp4,ACC,24,norm,0.0513757424464225
cluster,man,pizza,pizza.mp4,HR,24,norm,-0.815900615347811
cluster,man,pizza,pizza.mp4,EA,25,norm,0.262823246257798
cluster,man,pizza,pizza.mp4,ACC,25,norm,0.435484232258012
cluster,man,pizza,pizza.mp4,HR,25,norm,-0.771928331206131
cluster,man,pizza,pizza.mp4,EA,26,norm,0.279031482547631
cluster,man,pizza,pizza.mp4,ACC,26,norm,0.149170498604501
cluster,man,pizza,pizza.mp4,HR,26,norm,-0.678240021709408
cluster,man,pizza,pizza.mp4,EA,27,norm,0.202462578075464
cluster,man,pizza,pizza.mp4,ACC,27,norm,0.0610416867603467
cluster,man,pizza,pizza.mp4,HR,27,norm,-0.0880976722910212
cluster,man,pizza,pizza.mp4,EA,28,norm,0.107292124044603
cluster,man,pizza,pizza.mp4,ACC,28,norm,-0.0141066722919426
cluster,man,pizza,pizza.mp4,HR,28,norm,-0.149039806942349
cluster,man,pizza,pizza.mp4,EA,29,norm,0.0477593150344734
cluster,man,pizza,pizza.mp4,ACC,29,norm,0.11459168683046
cluster,man,pizza,pizza.mp4,HR,29,norm,-0.172027176090623
cluster,man,pizza,pizza.mp4,ACC,30,norm,0.171756601788928
cluster,man,pizza,pizza.mp4,EA,30,norm,-0.015597932336823
cluster,man,pizza,pizza.mp4,HR,30,norm,-0.00930389118628078
cluster,man,pizza,pizza.mp4,EA,31,norm,-0.113050558891615
cluster,man,pizza,pizza.mp4,ACC,31,norm,0.159057513558414
cluster,man,pizza,pizza.mp4,HR,31,norm,0.293488423865458
cluster,man,pizza,pizza.mp4,EA,32,norm,-0.170435654513818
cluster,man,pizza,pizza.mp4,ACC,32,norm,0.0778043689400563
cluster,man,pizza,pizza.mp4,HR,32,norm,0.117321741338092
cluster,man,pizza,pizza.mp4,EA,33,norm,-0.235506268975626
cluster,man,pizza,pizza.mp4,ACC,33,norm,0.0202431077436112
cluster,man,pizza,pizza.mp4,HR,33,norm,0.177400259046159
cluster,man,pizza,pizza.mp4,EA,34,norm,-0.319793947162353
cluster,man,pizza,pizza.mp4,ACC,34,norm,0.121802110423091
cluster,man,pizza,pizza.mp4,HR,34,norm,0.0563616629174945
cluster,man,pizza,pizza.mp4,EA,35,norm,-0.353215144004475
cluster,man,pizza,pizza.mp4,ACC,35,norm,0.110656448061845
cluster,man,pizza,pizza.mp4,HR,35,norm,-0.188168206652881
cluster,man,pizza,pizza.mp4,EA,36,norm,-0.391583440923943
cluster,man,pizza,pizza.mp4,ACC,36,norm,-0.0939130484890733
cluster,man,pizza,pizza.mp4,HR,36,norm,-0.392119933759048
cluster,man,pizza,pizza.mp4,ACC,37,norm,-0.00927492587842366
cluster,man,pizza,pizza.mp4,EA,37,norm,-0.347631666158817
cluster,man,pizza,pizza.mp4,HR,37,norm,-0.473819252338861
cluster,man,pizza,pizza.mp4,EA,38,norm,-0.189992994390354
cluster,man,pizza,pizza.mp4,ACC,38,norm,0.233331301355858
cluster,man,pizza,pizza.mp4,HR,38,norm,-0.507571042776545
cluster,man,pizza,pizza.mp4,EA,39,norm,-0.118326191292091
cluster,man,pizza,pizza.mp4,ACC,39,norm,0.212757004781495
cluster,man,pizza,pizza.mp4,HR,39,norm,-0.1940309464467
cluster,man,pizza,pizza.mp4,EA,40,norm,-0.0928947406090281
cluster,man,pizza,pizza.mp4,ACC,40,norm,-0.00707758810653121
cluster,man,pizza,pizza.mp4,HR,40,norm,0.184134661994312
cluster,man,pizza,pizza.mp4,EA,41,norm,-0.125756938028048
cluster,man,pizza,pizza.mp4,ACC,41,norm,0.201195725812212
cluster,man,pizza,pizza.mp4,HR,41,norm,0.0441247916567906
cluster,man,pizza,pizza.mp4,EA,42,norm,-0.158936983975462
cluster,man,pizza,pizza.mp4,ACC,42,norm,0.0596413807108165
cluster,man,pizza,pizza.mp4,HR,42,norm,0.169717802723567
cluster,man,pizza,pizza.mp4,ACC,43,norm,0.0734986024489652
cluster,man,pizza,pizza.mp4,EA,43,norm,-0.188170926150055
cluster,man,pizza,pizza.mp4,HR,43,norm,0.324207702122561
cluster,man,pizza,pizza.mp4,EA,44,norm,-0.277415078377789
cluster,man,pizza,pizza.mp4,ACC,44,norm,0.0685675491105603
cluster,man,pizza,pizza.mp4,HR,44,norm,0.336528723999412
cluster,man,pizza,pizza.mp4,ACC,45,norm,0.192338748606785
cluster,man,pizza,pizza.mp4,EA,45,norm,-0.34699354564574
cluster,man,pizza,pizza.mp4,HR,45,norm,0.787966881395343
cluster,man,pizza,pizza.mp4,ACC,46,norm,0.043753382839302
cluster,man,pizza,pizza.mp4,EA,46,norm,-0.375856152381797
cluster,man,pizza,pizza.mp4,HR,46,norm,0.867358620927325
cluster,man,pizza,pizza.mp4,EA,47,norm,-0.410558063132197
cluster,man,pizza,pizza.mp4,ACC,47,norm,0.0907664886827547
cluster,man,pizza,pizza.mp4,HR,47,norm,0.738416282197388
cluster,man,pizza,pizza.mp4,ACC,48,norm,0.039834888880046
cluster,man,pizza,pizza.mp4,EA,48,norm,-0.445668232875105
cluster,man,pizza,pizza.mp4,HR,48,norm,0.470766267062486
cluster,man,pizza,pizza.mp4,EA,49,norm,-0.432558293716634
cluster,man,pizza,pizza.mp4,ACC,49,norm,-0.00652345381144261
cluster,man,pizza,pizza.mp4,HR,49,norm,0.766847371031972
cluster,man,pizza,pizza.mp4,EA,50,norm,-0.378567535110538
cluster,man,pizza,pizza.mp4,ACC,50,norm,-0.194542745224297
cluster,man,pizza,pizza.mp4,HR,50,norm,1.00128285863913
cluster,man,pizza,pizza.mp4,EA,51,norm,-0.300115113435714
cluster,man,pizza,pizza.mp4,ACC,51,norm,0.0148544199040713
cluster,man,pizza,pizza.mp4,HR,51,norm,0.804218780030124
cluster,man,pizza,pizza.mp4,EA,52,norm,-0.264898823029029
cluster,man,pizza,pizza.mp4,ACC,52,norm,0.161468755001256
cluster,man,pizza,pizza.mp4,HR,52,norm,0.662263304492914
cluster,man,pizza,pizza.mp4,ACC,53,norm,0.00767098755712086
cluster,man,pizza,pizza.mp4,EA,53,norm,-0.224580054328101
cluster,man,pizza,pizza.mp4,HR,53,norm,0.837595575821833
cluster,man,pizza,pizza.mp4,ACC,54,norm,0.0737591558216999
cluster,man,pizza,pizza.mp4,EA,54,norm,-0.256053486147108
cluster,man,pizza,pizza.mp4,HR,54,norm,0.639050101534933
cluster,man,pizza,pizza.mp4,ACC,55,norm,0.0754183205698577
cluster,man,pizza,pizza.mp4,EA,55,norm,-0.241411110964282
cluster,man,pizza,pizza.mp4,HR,55,norm,0.545034057086718
cluster,man,pizza,pizza.mp4,ACC,56,norm,-0.0609196504924662
cluster,man,pizza,pizza.mp4,EA,56,norm,-0.127158430468054
cluster,man,pizza,pizza.mp4,HR,56,norm,0.0112376053328119
cluster,man,pizza,pizza.mp4,ACC,57,norm,-0.0558435022606654
cluster,man,pizza,pizza.mp4,EA,57,norm,-0.0385554394861945
cluster,man,pizza,pizza.mp4,HR,57,norm,-0.105336122498494
cluster,man,pizza,pizza.mp4,ACC,58,norm,-0.0496271905836499
cluster,man,pizza,pizza.mp4,EA,58,norm,-0.0494716263186781
cluster,man,pizza,pizza.mp4,HR,58,norm,-0.348599125819889
cluster,man,pizza,pizza.mp4,ACC,59,norm,0.000243762917034527
cluster,man,pizza,pizza.mp4,EA,59,norm,-0.146540064701221
cluster,man,pizza,pizza.mp4,HR,59,norm,-0.294013976407303
cluster,man,pizza,pizza.mp4,ACC,60,norm,-0.16731168656271
cluster,man,pizza,pizza.mp4,EA,60,norm,-0.195230273647329
cluster,man,pizza,pizza.mp4,HR,60,norm,-0.0677277500669366
cluster,man,pizza,pizza.mp4,ACC,61,norm,0.125772431091908
cluster,man,pizza,pizza.mp4,EA,61,norm,-0.240322496621679
cluster,man,pizza,pizza.mp4,HR,61,norm,-0.0243498267052921
cluster,man,pizza,pizza.mp4,ACC,62,norm,-0.0265138986665556
cluster,man,pizza,pizza.mp4,EA,62,norm,-0.300569037793974
cluster,man,pizza,pizza.mp4,HR,62,norm,0.453129004495537
cluster,man,pizza,pizza.mp4,ACC,63,norm,0.0955196431170762
cluster,man,pizza,pizza.mp4,EA,63,norm,-0.351764093850502
cluster,man,pizza,pizza.mp4,HR,63,norm,0.56624983901766
cluster,man,pizza,pizza.mp4,ACC,64,norm,-0.142504821118789
cluster,man,pizza,pizza.mp4,EA,64,norm,-0.361038992770139
cluster,man,pizza,pizza.mp4,HR,64,norm,0.46847670259646
cluster,man,pizza,pizza.mp4,ACC,65,norm,-0.0759279210663965
cluster,man,pizza,pizza.mp4,EA,65,norm,-0.326625960754158
cluster,man,pizza,pizza.mp4,HR,65,norm,0.768476962472889
cluster,man,pizza,pizza.mp4,ACC,66,norm,-0.0229426424215036
cluster,man,pizza,pizza.mp4,EA,66,norm,-0.289597006772987
cluster,man,pizza,pizza.mp4,HR,66,norm,0.588647057416108
cluster,man,pizza,pizza.mp4,ACC,67,norm,-0.0616332675540306
cluster,man,pizza,pizza.mp4,EA,67,norm,-0.293471718681587
cluster,man,pizza,pizza.mp4,HR,67,norm,0.379558063190773
cluster,man,pizza,pizza.mp4,ACC,68,norm,-0.127013283780729
cluster,man,pizza,pizza.mp4,EA,68,norm,-0.280507480530436
cluster,man,pizza,pizza.mp4,HR,68,norm,0.675869325322168
cluster,man,pizza,pizza.mp4,ACC,69,norm,-0.0722089482205869
cluster,man,pizza,pizza.mp4,EA,69,norm,-0.294330226892309
cluster,man,pizza,pizza.mp4,HR,69,norm,0.369458628261644
cluster,man,pizza,pizza.mp4,ACC,70,norm,-0.0223138761527631
cluster,man,pizza,pizza.mp4,EA,70,norm,-0.32823233184192
cluster,man,pizza,pizza.mp4,HR,70,norm,0.479398198101367
cluster,man,pizza,pizza.mp4,ACC,71,norm,0.0307091583666423
cluster,man,pizza,pizza.mp4,EA,71,norm,-0.389571755280474
cluster,man,pizza,pizza.mp4,HR,71,norm,0.987041830027405
cluster,man,pizza,pizza.mp4,ACC,72,norm,-0.132616832929936
cluster,man,pizza,pizza.mp4,EA,72,norm,-0.421699983419775
cluster,man,pizza,pizza.mp4,HR,72,norm,0.744502225148911
cluster,man,pizza,pizza.mp4,ACC,73,norm,0.0448517509135402
cluster,man,pizza,pizza.mp4,EA,73,norm,-0.461897221594168
cluster,man,pizza,pizza.mp4,HR,73,norm,0.838878647622729
cluster,man,pizza,pizza.mp4,ACC,74,norm,-0.0708609428966979
cluster,man,pizza,pizza.mp4,EA,74,norm,-0.497687642034152
cluster,man,pizza,pizza.mp4,HR,74,norm,0.650564308060067
cluster,man,pizza,pizza.mp4,ACC,75,norm,-0.0263587997994636
cluster,man,pizza,pizza.mp4,EA,75,norm,-0.55644143447597
cluster,man,pizza,pizza.mp4,HR,75,norm,0.693024103143461
cluster,man,pizza,pizza.mp4,ACC,76,norm,-0.0474239719707782
cluster,man,pizza,pizza.mp4,EA,76,norm,-0.592462166963057
cluster,man,pizza,pizza.mp4,HR,76,norm,0.329176511894916
cluster,man,pizza,pizza.mp4,ACC,77,norm,-0.0927591001838161
cluster,man,pizza,pizza.mp4,EA,77,norm,-0.653790180053528
cluster,man,pizza,pizza.mp4,HR,77,norm,-0.225754953898221
cluster,man,pizza,pizza.mp4,ACC,78,norm,-0.107390670763361
cluster,man,pizza,pizza.mp4,EA,78,norm,-0.695112585616095
cluster,man,pizza,pizza.mp4,HR,78,norm,-0.487128660779031
cluster,man,pizza,pizza.mp4,ACC,79,norm,-0.118259926402248
cluster,man,pizza,pizza.mp4,EA,79,norm,-0.702207132842644
cluster,man,pizza,pizza.mp4,HR,79,norm,-0.115513988926468
cluster,man,pizza,pizza.mp4,ACC,80,norm,-0.0623155123673295
cluster,man,pizza,pizza.mp4,EA,80,norm,-0.712635422350571
cluster,man,pizza,pizza.mp4,HR,80,norm,-0.452803582515405
cluster,man,pizza,pizza.mp4,ACC,81,norm,0.0407833345720768
cluster,man,pizza,pizza.mp4,EA,81,norm,-0.729724718039247
cluster,man,pizza,pizza.mp4,HR,81,norm,-0.397843841558041
cluster,man,pizza,pizza.mp4,ACC,82,norm,-0.0412779197450049
cluster,man,pizza,pizza.mp4,EA,82,norm,-0.734973166772683
cluster,man,pizza,pizza.mp4,HR,82,norm,-0.337317725400129
cluster,man,pizza,pizza.mp4,ACC,83,norm,-0.128040144053078
cluster,man,pizza,pizza.mp4,EA,83,norm,-0.707097993966437
cluster,man,pizza,pizza.mp4,HR,83,norm,0.425814805398266
cluster,man,pizza,pizza.mp4,ACC,84,norm,-0.0326917478211082
cluster,man,pizza,pizza.mp4,EA,84,norm,-0.654406024781654
cluster,man,pizza,pizza.mp4,HR,84,norm,0.128686170852145
cluster,man,pizza,pizza.mp4,ACC,85,norm,-0.130356820591982
cluster,man,pizza,pizza.mp4,EA,85,norm,-0.610522009432152
cluster,man,pizza,pizza.mp4,HR,85,norm,0.0394374192573739
cluster,man,pizza,pizza.mp4,ACC,86,norm,-0.0870271898919795
cluster,man,pizza,pizza.mp4,EA,86,norm,-0.639407568838147
cluster,man,pizza,pizza.mp4,HR,86,norm,-0.446302195936771
cluster,man,pizza,pizza.mp4,ACC,87,norm,-0.25045279925818
cluster,man,pizza,pizza.mp4,EA,87,norm,-0.713987870820303
