LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1707824108.980304,498011.000,11564,1,SF,1,100,0.3871
1707824109.245246,498268.000,11614,1,SF,1,100,0.3827
1707824109.579258,498592.000,11663,1,SF,1,100,0.3782
1707824109.912240,498915.000,11713,1,SF,1,100,0.3739
1707824110.309137,499300.000,11779,1,SF,1,100,0.3695
1707824110.641088,499622.000,11829,1,SF,1,100,0.3653
1707824110.904999,499878.000,11879,1,SF,1,100,0.3610
1707824111.235918,500199.000,11930,1,SF,1,100,0.3569
1707824111.567869,500521.000,11967,1,SF,1,100,0.3527
1707824111.898788,500842.000,12018,1,SF,1,100,0.3486
1707824112.229708,501163.000,12066,1,SF,1,100,0.3446
1707824112.560627,501484.000,12117,1,SF,1,100,0.3406
1707824112.894640,501808.000,12167,1,SF,1,100,0.3367
1707824113.293599,502195.000,12236,1,SF,1,100,0.3328
1707824113.561633,502455.000,12285,1,SF,1,100,0.3289
1707824113.892553,502776.000,12335,1,SF,1,100,0.3251
1707824114.226565,503100.000,12386,1,SF,1,100,0.3214
1707824114.558516,503422.000,12434,1,SF,1,100,0.3177
1707824114.959537,503811.000,12499,1,SF,1,100,0.3140
1707824115.290456,504132.000,12552,1,SF,1,100,0.3103
1707824115.559522,504393.000,12600,1,SF,1,100,0.3068
1707824115.889410,504713.000,12651,1,SF,1,100,0.3032
1707824116.222392,505036.000,12701,1,SF,1,100,0.2997
1707824116.619289,505421.000,12768,1,SF,1,100,0.2962
1707824116.949178,505741.000,12810,1,SF,1,100,0.2928
1707824117.218243,506002.000,12860,1,SF,1,100,0.2894
1707824117.548132,506322.000,12911,1,SF,1,100,0.2861
1707824117.884206,506648.000,12959,1,SF,1,100,0.2828
1707824118.284196,507036.000,13028,1,SF,1,100,0.2795
1707824118.616147,507358.000,13079,1,SF,1,100,0.2763
1707824118.885212,507619.000,13127,1,SF,1,100,0.2731
1707824119.216132,507940.000,13179,1,SF,1,100,0.2699
1707824119.553237,508267.000,13228,1,SF,1,100,0.2668
1707824119.952196,508654.000,13293,1,SF,1,100,0.2637
1707824120.285177,508977.000,13344,1,SF,1,100,0.2606
1707824120.550119,509234.000,13394,1,SF,1,100,0.2576
1707824120.881039,509555.000,13443,1,SF,1,100,0.2547
1707824121.211958,509876.000,13493,1,SF,1,100,0.2517
1707824121.611948,510264.000,13559,1,SF,1,100,0.2488
1707824121.943899,510586.000,13611,1,SF,1,100,0.2459
1707824122.278942,510911.000,13664,1,SF,1,100,0.2431
1707824122.610893,511233.000,13715,1,SF,1,100,0.2403
1707824122.945936,511558.000,13767,1,SF,1,100,0.2375
1707824123.275824,511878.000,13818,1,SF,1,100,0.2347
1707824123.611899,512204.000,13866,1,SF,1,100,0.2320
1707824123.943849,512526.000,13919,1,SF,1,100,0.2293
1707824124.273738,512846.000,13967,1,SF,1,100,0.2267
1707824124.605688,513168.000,14020,1,SF,1,100,0.2241
1707824124.935577,513488.000,14068,1,SF,1,100,0.2215
1707824125.267527,513810.000,14119,1,SF,1,100,0.2189
1707824125.599478,514132.000,14169,1,SF,1,100,0.2164
1707824125.930397,514453.000,14220,1,SF,1,100,0.2139
1707824126.261317,514774.000,14270,1,SF,1,100,0.2114
1707824126.593268,515096.000,14321,1,SF,1,100,0.2089
1707824127.057174,515546.000,14370,1,SF,1,100,0.2065
